word,form1,form2,form3,form4,form5,form6,form7,form8,form9,form10
sing,singing,sang,sung,sings,,,,,,
sing,singing,sang,sung,sings,,,,,,
sing,singing,sang,sung,sings,,,,,,
sing,singing,sang,sung,sings,,,,,,
climb,climbed,climbing,climbs,,,,,,,
climb,climbed,climbing,climbs,,,,,,,
climb,climbed,climbing,climbs,,,,,,,
climb,climbed,climbing,climbs,,,,,,,
climb,climbed,climbing,climbs,,,,,,,
climb,climbed,climbing,climbs,,,,,,,
destroy,destroyed,destroying,destroys,,,,,,,
destroy,destroyed,destroying,destroys,,,,,,,
destroy,destroyed,destroying,destroys,,,,,,,
destroy,destroyed,destroying,destroys,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
combine,combined,combining,combines,,,,,,,
nod,nodded,nodding,nods,,,,,,,
nod,nodded,nodding,nods,,,,,,,
nod,nodded,nodding,nods,,,,,,,
nod,nodded,nodding,nods,,,,,,,
nod,nodded,nodding,nods,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
slip,slipped,slipping,slips,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
jump,jumped,jumping,jumps,,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
burn,burned,burning,burnt,burns,,,,,,
crown,crowned,crowns,crowning,,,,,,,
crown,crowned,crowns,crowning,,,,,,,
crown,crowned,crowns,crowning,,,,,,,
crown,crowned,crowns,crowning,,,,,,,
delay,delayed,delays,delaying,,,,,,,
delay,delayed,delays,delaying,,,,,,,
delay,delayed,delays,delaying,,,,,,,
delay,delayed,delays,delaying,,,,,,,
undertake,undertaken,undertaking,undertook,undertakes,,,,,,
undertake,undertaken,undertaking,undertook,undertakes,,,,,,
undertake,undertaken,undertaking,undertook,undertakes,,,,,,
undertake,undertaken,undertaking,undertook,undertakes,,,,,,
undertake,undertaken,undertaking,undertook,undertakes,,,,,,
perfect,perfected,perfecting,perfects,,,,,,,
recommend,recommended,recommends,recommending,,,,,,,
recommend,recommended,recommends,recommending,,,,,,,
recommend,recommended,recommends,recommending,,,,,,,
weather,weathered,weathers,weathering,,,,,,,
weather,weathered,weathers,weathering,,,,,,,
weather,weathered,weathers,weathering,,,,,,,
weather,weathered,weathers,weathering,,,,,,,
birth,births,,,,,,,,,
bottle,bottles,bottled,bottling,,,,,,,
bottle,bottles,bottled,bottling,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
recognize,recognized,recognizing,recognizes,,,,,,,
pool,pools,pooling,pooled,,,,,,,
pool,pools,pooling,pooled,,,,,,,
silence,silenced,silences,silencing,,,,,,,
silence,silenced,silences,silencing,,,,,,,
fee,fees,,,,,,,,,
command,commands,commanded,commanding,,,,,,,
command,commands,commanded,commanding,,,,,,,
command,commands,commanded,commanding,,,,,,,
command,commands,commanded,commanding,,,,,,,
command,commands,commanded,commanding,,,,,,,
defeat,defeated,defeats,defeating,,,,,,,
defeat,defeated,defeats,defeating,,,,,,,
jack,jacks,jacked,jacking,,,,,,,
jack,jacks,jacked,jacking,,,,,,,
sequence,sequences,sequenced,sequencing,,,,,,,
sequence,sequences,sequenced,sequencing,,,,,,,
export,exports,exported,exporting,,,,,,,
export,exports,exported,exporting,,,,,,,
thin,thinner,thinning,thinned,thinnest,thins,,,,,
thin,thinner,thinning,thinned,thinnest,thins,,,,,
thin,thinner,thinning,thinned,thinnest,thins,,,,,
thin,thinner,thinning,thinned,thinnest,thins,,,,,
neck,necks,necking,necked,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
mix,mixed,mixing,mixes,,,,,,,
captain,captains,captained,captaining,,,,,,,
index,indices,indexes,indexed,indexing,,,,,,
index,indices,indexes,indexed,indexing,,,,,,
index,indices,indexes,indexed,indexing,,,,,,
grey,greys,greying,greyed,greyer,greyest,,,,,
grey,greys,greying,greyed,greyer,greyest,,,,,
journey,journeys,journeyed,journeying,,,,,,,
journey,journeys,journeyed,journeying,,,,,,,
circle,circles,circled,circling,,,,,,,
circle,circles,circled,circling,,,,,,,
circle,circles,circled,circling,,,,,,,
circle,circles,circled,circling,,,,,,,
border,borders,bordering,bordered,,,,,,,
border,borders,bordering,bordered,,,,,,,
border,borders,bordering,bordered,,,,,,,
border,borders,bordering,bordered,,,,,,,
border,borders,bordering,bordered,,,,,,,
conclude,concluded,concludes,concluding,,,,,,,
conclude,concluded,concludes,concluding,,,,,,,
conclude,concluded,concludes,concluding,,,,,,,
conclude,concluded,concludes,concluding,,,,,,,
conclude,concluded,concludes,concluding,,,,,,,
organise,organised,organising,organises,,,,,,,
organise,organised,organising,organises,,,,,,,
organise,organised,organising,organises,,,,,,,
organise,organised,organising,organises,,,,,,,
organise,organised,organising,organises,,,,,,,
organise,organised,organising,organises,,,,,,,
metal,metals,,,,,,,,,
fashion,fashioned,fashions,fashioning,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
taste,tastes,tasted,tasting,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
wash,washed,washing,washes,,,,,,,
brain,brains,braining,brained,,,,,,,
brain,brains,braining,brained,,,,,,,
illustrate,illustrated,illustrates,illustrating,,,,,,,
illustrate,illustrated,illustrates,illustrating,,,,,,,
illustrate,illustrated,illustrates,illustrating,,,,,,,
imply,implies,implied,implying,,,,,,,
imply,implies,implied,implying,,,,,,,
imply,implies,implied,implying,,,,,,,
imply,implies,implied,implying,,,,,,,
imply,implies,implied,implying,,,,,,,
realize,realized,realizing,realizes,,,,,,,
realize,realized,realizing,realizes,,,,,,,
realize,realized,realizing,realizes,,,,,,,
realize,realized,realizing,realizes,,,,,,,
realize,realized,realizing,realizes,,,,,,,
realize,realized,realizing,realizes,,,,,,,
smoke,smoking,smoked,smokes,,,,,,,
smoke,smoking,smoked,smokes,,,,,,,
instrument,instruments,,,,,,,,,
instrument,instruments,,,,,,,,,
instrument,instruments,,,,,,,,,
guarantee,guaranteed,guarantees,guaranteeing,,,,,,,
guarantee,guaranteed,guarantees,guaranteeing,,,,,,,
guarantee,guaranteed,guarantees,guaranteeing,,,,,,,
guarantee,guaranteed,guarantees,guaranteeing,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
root,roots,rooted,rooting,,,,,,,
till,tills,tilled,tilling,,,,,,,
gun,guns,gunned,gunning,,,,,,,
theme,themes,,,,,,,,,
generate,generated,generates,generating,,,,,,,
generate,generated,generates,generating,,,,,,,
generate,generated,generates,generating,,,,,,,
generate,generated,generates,generating,,,,,,,
investigate,investigated,investigating,investigates,,,,,,,
investigate,investigated,investigating,investigates,,,,,,,
cat,cats,,,,,,,,,
cat,cats,,,,,,,,,
sky,skies,skied,,,,,,,,
lunch,lunches,lunched,lunching,,,,,,,
lunch,lunches,lunched,lunching,,,,,,,
prospect,prospects,prospecting,prospected,,,,,,,
prospect,prospects,prospecting,prospected,,,,,,,
fuel,fuels,fuelled,fuelling,,,,,,,
fuel,fuels,fuelled,fuelling,,,,,,,
fuel,fuels,fuelled,fuelling,,,,,,,
fuel,fuels,fuelled,fuelling,,,,,,,
remark,remarks,remarked,remarking,,,,,,,
remark,remarks,remarked,remarking,,,,,,,
busy,busiest,busied,busier,busying,busies,,,,,
troop,troops,trooped,trooping,,,,,,,
troop,troops,trooped,trooping,,,,,,,
motion,motions,motioned,motioning,,,,,,,
rely,relied,relying,relies,,,,,,,
tool,tools,tooling,,,,,,,,
tool,tools,tooling,,,,,,,,
tool,tools,tooling,,,,,,,,
tool,tools,tooling,,,,,,,,
coal,coals,,,,,,,,,
coal,coals,,,,,,,,,
coal,coals,,,,,,,,,
fan,fans,fanned,fanning,,,,,,,
fan,fans,fanned,fanning,,,,,,,
fan,fans,fanned,fanning,,,,,,,
fan,fans,fanned,fanning,,,,,,,
disappear,disappeared,disappearing,disappears,,,,,,,
disappear,disappeared,disappearing,disappears,,,,,,,
disappear,disappeared,disappearing,disappears,,,,,,,
disappear,disappeared,disappearing,disappears,,,,,,,
advise,advised,advising,advises,,,,,,,
advise,advised,advising,advises,,,,,,,
advise,advised,advising,advises,,,,,,,
ban,banned,banning,bans,,,,,,,
ban,banned,banning,bans,,,,,,,
ban,banned,banning,bans,,,,,,,
ban,banned,banning,bans,,,,,,,
noise,noises,noised,,,,,,,,
gate,gates,gated,gating,,,,,,,
gate,gates,gated,gating,,,,,,,
gate,gates,gated,gating,,,,,,,
earn,earned,earning,earns,,,,,,,
earn,earned,earning,earns,,,,,,,
motor,motors,motored,motoring,,,,,,,
proceed,proceeds,proceeded,proceeding,,,,,,,
proceed,proceeds,proceeded,proceeding,,,,,,,
proceed,proceeds,proceeded,proceeding,,,,,,,
proceed,proceeds,proceeded,proceeding,,,,,,,
proceed,proceeds,proceeded,proceeding,,,,,,,
witness,witnesses,witnessed,witnessing,,,,,,,
witness,witnesses,witnessed,witnessing,,,,,,,
succeed,succeeded,succeeds,succeeding,,,,,,,
succeed,succeeded,succeeds,succeeding,,,,,,,
wing,wings,winging,winged,,,,,,,
inform,informed,informing,informs,,,,,,,
inform,informed,informing,informs,,,,,,,
inform,informed,informing,informs,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
knock,knocked,knocking,knocks,,,,,,,
afford,afforded,affords,affording,,,,,,,
afford,afforded,affords,affording,,,,,,,
afford,afforded,affords,affording,,,,,,,
afford,afforded,affords,affording,,,,,,,
approve,approved,approving,approves,,,,,,,
approve,approved,approving,approves,,,,,,,
smell,smells,smelt,smelled,smelling,,,,,,
smell,smells,smelt,smelled,smelling,,,,,,
smell,smells,smelt,smelled,smelling,,,,,,
shut,shutting,shuts,,,,,,,,
shut,shutting,shuts,,,,,,,,
shut,shutting,shuts,,,,,,,,
remind,reminded,reminds,reminding,,,,,,,
remind,reminded,reminds,reminding,,,,,,,
elect,elected,electing,elects,,,,,,,
elect,elected,electing,elects,,,,,,,
suspect,suspected,suspects,suspecting,,,,,,,
suspect,suspected,suspects,suspecting,,,,,,,
suspect,suspected,suspects,suspecting,,,,,,,
soldier,soldiers,soldiering,soldiered,,,,,,,
lean,leaned,leaning,leant,leans,leaner,,,,,
lean,leaned,leaning,leant,leans,leaner,,,,,
lean,leaned,leaning,leant,leans,leaner,,,,,
lean,leaned,leaning,leant,leans,leaner,,,,,
lean,leaned,leaning,leant,leans,leaner,,,,,
cope,coping,coped,copes,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
hurt,hurts,hurting,,,,,,,,
tone,tones,toned,toning,,,,,,,
tone,tones,toned,toning,,,,,,,
tone,tones,toned,toning,,,,,,,
tone,tones,toned,toning,,,,,,,
tone,tones,toned,toning,,,,,,,
chain,chains,chained,chaining,,,,,,,
chain,chains,chained,chaining,,,,,,,
iron,irons,ironed,ironing,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
kick,kicked,kicking,kicks,,,,,,,
dispute,disputes,disputed,disputing,,,,,,,
dispute,disputes,disputed,disputing,,,,,,,
kiss,kissed,kissing,kisses,,,,,,,
kiss,kissed,kissing,kisses,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
shock,shocked,shocks,shocking,,,,,,,
leaf,leaves,leafing,leafed,leafs,,,,,,
leaf,leaves,leafing,leafed,leafs,,,,,,
leaf,leaves,leafing,leafed,leafs,,,,,,
derive,derived,derives,deriving,,,,,,,
derive,derived,derives,deriving,,,,,,,
derive,derived,derives,deriving,,,,,,,
derive,derived,derives,deriving,,,,,,,
derive,derived,derives,deriving,,,,,,,
guard,guards,guarded,guarding,,,,,,,
guard,guards,guarded,guarding,,,,,,,
guard,guards,guarded,guarding,,,,,,,
guard,guards,guarded,guarding,,,,,,,
hate,hated,hates,hating,,,,,,,
frame,frames,framed,framing,,,,,,,
frame,frames,framed,framing,,,,,,,
frame,frames,framed,framing,,,,,,,
frame,frames,framed,framing,,,,,,,
frame,frames,framed,framing,,,,,,,
frame,frames,framed,framing,,,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
bid,bids,bidding,bade,bidden,bid,,,,,
fruit,fruits,fruiting,fruited,,,,,,,
fruit,fruits,fruiting,fruited,,,,,,,
blame,blamed,blaming,blames,,,,,,,
blame,blamed,blaming,blames,,,,,,,
blame,blamed,blaming,blames,,,,,,,
quote,quoted,quotes,quoting,,,,,,,
quote,quoted,quotes,quoting,,,,,,,
quote,quoted,quotes,quoting,,,,,,,
quote,quoted,quotes,quoting,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
cast,casting,casts,,,,,,,,
persuade,persuaded,persuading,persuades,,,,,,,
persuade,persuaded,persuading,persuades,,,,,,,
guy,guys,,,,,,,,,
guy,guys,,,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
recover,recovered,recovering,recovers,,,,,,,
coast,coasts,coasting,coasted,,,,,,,
bond,bonds,bonded,bonding,,,,,,,
bond,bonds,bonded,bonding,,,,,,,
bond,bonds,bonded,bonding,,,,,,,
bond,bonds,bonded,bonding,,,,,,,
wake,woke,woken,waking,wakes,waked,,,,,
wake,woke,woken,waking,wakes,waked,,,,,
wake,woke,woken,waking,wakes,waked,,,,,
wake,woke,woken,waking,wakes,waked,,,,,
wake,woke,woken,waking,wakes,waked,,,,,
soil,soils,soiled,soiling,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
gather,gathered,gathering,gathers,,,,,,,
champion,champions,championed,championing,,,,,,,
negative,negatives,negatived,,,,,,,,
silver,silvered,silvering,silvers,,,,,,,
silver,silvered,silvering,silvers,,,,,,,
silver,silvered,silvering,silvers,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
oppose,opposed,opposing,opposes,,,,,,,
permit,permitted,permits,permitting,,,,,,,
permit,permitted,permits,permitting,,,,,,,
permit,permitted,permits,permitting,,,,,,,
milk,milked,milking,milks,,,,,,,
milk,milked,milking,milks,,,,,,,
milk,milked,milking,milks,,,,,,,
rent,rents,rented,renting,,,,,,,
rent,rents,rented,renting,,,,,,,
rent,rents,rented,renting,,,,,,,
rent,rents,rented,renting,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
port,ports,porting,ported,,,,,,,
panel,panels,panelled,panelling,,,,,,,
panel,panels,panelled,panelling,,,,,,,
cool,cooling,cooled,cooler,cools,coolest,,,,,
cool,cooling,cooled,cooler,cools,coolest,,,,,
cool,cooling,cooled,cooler,cools,coolest,,,,,
neighbour,neighbours,,,,,,,,,
neighbour,neighbours,,,,,,,,,
abuse,abused,abuses,abusing,,,,,,,
abuse,abused,abuses,abusing,,,,,,,
abuse,abused,abuses,abusing,,,,,,,
pocket,pockets,pocketing,pocketed,,,,,,,
pocket,pockets,pocketing,pocketed,,,,,,,
attach,attached,attaching,attaches,,,,,,,
attach,attached,attaching,attaches,,,,,,,
attach,attached,attaching,attaches,,,,,,,
attach,attached,attaching,attaches,,,,,,,
attach,attached,attaching,attaches,,,,,,,
diet,diets,dieting,dieted,,,,,,,
diet,diets,dieting,dieted,,,,,,,
engineer,engineers,engineered,engineering,,,,,,,
engineer,engineers,engineered,engineering,,,,,,,
fat,fats,fatter,fattest,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
fix,fixed,fixing,fixes,,,,,,,
camp,camps,camped,camping,camper,,,,,,
camp,camps,camped,camping,camper,,,,,,
camp,camps,camped,camping,camper,,,,,,
explore,explored,exploring,explores,,,,,,,
explore,explored,exploring,explores,,,,,,,
explore,explored,exploring,explores,,,,,,,
explore,explored,exploring,explores,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
tip,tips,tipped,tipping,,,,,,,
roof,roofs,roofed,roofing,,,,,,,
tank,tanks,,,,,,,,,
tank,tanks,,,,,,,,,
deposit,deposits,deposited,depositing,,,,,,,
deposit,deposits,deposited,depositing,,,,,,,
deposit,deposits,deposited,depositing,,,,,,,
outline,outlined,outlines,outlining,,,,,,,
outline,outlined,outlines,outlining,,,,,,,
outline,outlined,outlines,outlining,,,,,,,
trend,trends,trending,,,,,,,,
beach,beaches,beached,beaching,,,,,,,
shoe,shoes,shod,shoeing,shodden,,,,,,
accuse,accused,accusing,accuses,,,,,,,
accuse,accused,accusing,accuses,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
rush,rushed,rushing,rushes,,,,,,,
ticket,tickets,,,,,,,,,
ticket,tickets,,,,,,,,,
accompany,accompanied,accompanying,accompanies,,,,,,,
accompany,accompanied,accompanying,accompanies,,,,,,,
accompany,accompanied,accompanying,accompanies,,,,,,,
accompany,accompanied,accompanying,accompanies,,,,,,,
coach,coaches,coaching,coached,,,,,,,
coach,coaches,coaching,coached,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
construct,constructed,constructing,constructs,,,,,,,
exclude,excluded,excluding,excludes,,,,,,,
exclude,excluded,excluding,excludes,,,,,,,
exclude,excluded,excluding,excludes,,,,,,,
exclude,excluded,excluding,excludes,,,,,,,
exclude,excluded,excluding,excludes,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
swing,swung,swinging,swings,,,,,,,
pause,paused,pausing,pauses,,,,,,,
pause,paused,pausing,pauses,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
pop,popped,pops,popping,,,,,,,
split,splitting,splits,,,,,,,,
split,splitting,splits,,,,,,,,
split,splitting,splits,,,,,,,,
split,splitting,splits,,,,,,,,
split,splitting,splits,,,,,,,,
mirror,mirrors,mirrored,mirroring,,,,,,,
mirror,mirrors,mirrored,mirroring,,,,,,,
urge,urged,urging,urges,,,,,,,
urge,urged,urging,urges,,,,,,,
urge,urged,urging,urges,,,,,,,
honour,honours,honoured,honouring,,,,,,,
honour,honours,honoured,honouring,,,,,,,
honour,honours,honoured,honouring,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
rail,rails,railed,railing,,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
withdraw,withdrawn,withdrew,withdrawing,withdraws,,,,,,
wheel,wheels,wheeled,wheeling,,,,,,,
wheel,wheels,wheeled,wheeling,,,,,,,
wheel,wheels,wheeled,wheeling,,,,,,,
wheel,wheels,wheeled,wheeling,,,,,,,
label,labelled,labels,labelling,labeled,,,,,,
label,labelled,labels,labelling,labeled,,,,,,
label,labelled,labels,labelling,labeled,,,,,,
label,labelled,labels,labelling,labeled,,,,,,
label,labelled,labels,labelling,labeled,,,,,,
steal,stolen,stole,stealing,steals,,,,,,
steal,stolen,stole,stealing,steals,,,,,,
steal,stolen,stole,stealing,steals,,,,,,
steal,stolen,stole,stealing,steals,,,,,,
gift,gifts,gifted,gifting,,,,,,,
gift,gifts,gifted,gifting,,,,,,,
bone,bones,boning,boned,,,,,,,
bone,bones,boning,boned,,,,,,,
monitor,monitoring,monitored,monitors,,,,,,,
bomb,bombs,bombed,bombing,,,,,,,
bomb,bombs,bombed,bombing,,,,,,,
pursue,pursued,pursuing,pursues,,,,,,,
pursue,pursued,pursuing,pursues,,,,,,,
pursue,pursued,pursuing,pursues,,,,,,,
pursue,pursued,pursuing,pursues,,,,,,,
cycle,cycles,cycling,cycled,,,,,,,
cycle,cycles,cycling,cycled,,,,,,,
cycle,cycles,cycling,cycled,,,,,,,
cycle,cycles,cycling,cycled,,,,,,,
cycle,cycles,cycling,cycled,,,,,,,
plain,plains,plainer,plainest,,,,,,,
schedule,scheduled,schedules,scheduling,,,,,,,
schedule,scheduled,schedules,scheduling,,,,,,,
nose,noses,nosed,nosing,,,,,,,
nose,noses,nosed,nosing,,,,,,,
nose,noses,nosed,nosing,,,,,,,
nose,noses,nosed,nosing,,,,,,,
nose,noses,nosed,nosing,,,,,,,
nose,noses,nosed,nosing,,,,,,,
tenant,tenants,tenanted,,,,,,,,
bob,bobbing,bobbed,bobs,,,,,,,
bob,bobbing,bobbed,bobs,,,,,,,
bob,bobbing,bobbed,bobs,,,,,,,
bob,bobbing,bobbed,bobs,,,,,,,
bob,bobbing,bobbed,bobs,,,,,,,
guess,guessed,guessing,guesses,,,,,,,
guess,guessed,guessing,guesses,,,,,,,
guess,guessed,guessing,guesses,,,,,,,
guess,guessed,guessing,guesses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
collapse,collapsed,collapsing,collapses,,,,,,,
justify,justified,justifying,justifies,,,,,,,
justify,justified,justifying,justifies,,,,,,,
justify,justified,justifying,justifies,,,,,,,
justify,justified,justifying,justifies,,,,,,,
justify,justified,justifying,justifies,,,,,,,
bush,bushes,bushed,,,,,,,,
surround,surrounded,surrounding,surrounds,,,,,,,
surround,surrounded,surrounding,surrounds,,,,,,,
surround,surrounded,surrounding,surrounds,,,,,,,
surround,surrounded,surrounding,surrounds,,,,,,,
surround,surrounded,surrounding,surrounds,,,,,,,
plane,planes,planing,planed,,,,,,,
plane,planes,planing,planed,,,,,,,
plane,planes,planing,planed,,,,,,,
bath,baths,bathing,bathed,,,,,,,
yellow,yellows,yellower,yellowest,yellowing,yellowed,,,,,
licence,licences,licenced,,,,,,,,
import,imports,imported,importing,,,,,,,
import,imports,imported,importing,,,,,,,
abandon,abandoned,abandoning,abandons,,,,,,,
abandon,abandoned,abandoning,abandons,,,,,,,
abandon,abandoned,abandoning,abandons,,,,,,,
abandon,abandoned,abandoning,abandons,,,,,,,
