,Topic,Word,P
571,114,cupt_alloy,8.67893311235581e-05
572,114,monoclinic_space_group_crystallize,8.615662411326162e-05
573,114,system_connectivity,8.51717694119723e-05
574,114,graph_set_motif,8.450706585984775e-05
575,115,microdefect_inclusion_line_defect,8.555868723325965e-05
576,115,significant_deviation,8.398601912785082e-05
577,115,calcium_solubility,8.371712867598961e-05
578,115,cr_nb_atom,8.222915972730571e-05
579,115,right_hand_helical_line,8.207727927133428e-05
580,116,indole_ring_system,8.533929524341959e-05
581,116,oxalate_ion_o_atom,8.49066251090632e-05
582,116,factorial_approach,8.473780244692711e-05
583,116,syndrome_coronavirus,8.383438964700011e-05
584,116,heptane_chain_end,8.350528696616888e-05
585,117,dirubidium_copper,8.644031116664401e-05
586,117,interweave_dimensional_framework,8.479946645012314e-05
587,117,sample_ti_atom,8.426058517028972e-05
588,117,secondary_protein_structure,8.394891122820088e-05
589,117,wide_angle,8.34461850656269e-05
590,118,c_pr_structure,8.535226314098667e-05
591,118,angle_set,8.359818329279906e-05
592,118,ligand_ring,8.357925501437672e-05
593,118,coherence_base_technique,8.283173068697541e-05
594,118,carbon_source,8.273976672817725e-05
595,119,disorder_binary_alloy,8.675075497836678e-05
596,119,n_cu,8.594067397491609e-05
597,119,cation_layer,8.437453898922695e-05
598,119,cp_homologous_protein,8.431286745856508e-05
599,119,md_molecular_dynamic,8.34271948642617e-05
600,120,high_peer_review_score,8.894983779936698e-05
601,120,stable_net,8.765067370298056e-05
602,120,diffractometer_control,8.493894886644956e-05
603,120,short_cd,8.305536763912753e-05
604,120,aichi_virus,8.292464404121335e-05
605,121,aqua_o_atom,8.529316890496111e-05
606,121,component_adduct,8.513710370483322e-05
607,121,ab_plane_parallel_sheet,8.511864788652724e-05
608,121,main_chain_torsion_angle,8.466484518067287e-05
609,121,general_principle,8.449987799948786e-05
610,122,therapy_attractive_candidate,8.790373011344579e-05
611,122,single_hydrogen_bond,8.687312603750282e-05
612,122,stack_molecule_exhibit,8.669943565242839e-05
613,122,o_aring_interaction,8.442013290600002e-05
614,122,different_condition,8.407663839961557e-05
615,123,aromatic_c_c_bond,9.000710736369673e-05
616,123,piperidine_moiety,8.697472537728371e-05
617,123,piperazinediium_cation,8.624495864818289e-05
618,123,myo_inositol,8.572779158399558e-05
619,123,different_polymorph,8.279101352857218e-05
620,124,close_form,8.707696741404098e-05
621,124,anvil_cell,8.648304864181099e-05
622,124,scatter_curve,8.647717089807266e-05
623,124,start_model,8.555582092596908e-05
624,124,bridge_acetate,8.505552637014985e-05
625,125,metal_substrate,8.867446531042113e-05
626,125,c_h_dimer,8.658832934518949e-05
627,125,pyridoxine_prime_pnpoxs_oxidase,8.606829147691767e-05
628,125,phenyl_dimethoxyphenyl_ring,8.574059568119284e-05
629,125,weight_fraction,8.476893021479987e-05
630,126,strong_constraint,8.658138962659998e-05
631,126,electron_beam,8.587218148631173e-05
632,126,extra_peak_intensity,8.504470145454235e-05
633,126,phenyl_isoxazoline,8.50061506540728e-05
634,126,weak_c_h_anion,8.493853872689645e-05
635,127,crystal_spatial_distribution,8.682199236453419e-05
636,127,hard_sphere_repulsion,8.4661360138433e-05
637,127,high_symmetry_grind_state,8.463462097093062e-05
638,127,methoxyamino_h_atom,8.45763414232588e-05
639,127,alluaudite_structure_type,8.445449067452253e-05
640,128,multiple_scatter_multiphonon,8.48631839278949e-05
641,128,silicate_density,8.483263945274438e-05
642,128,negative_work_function,8.39924586943665e-05
643,128,compact_probe,8.358214029135527e-05
644,128,crystal_equilibrium,8.343863036126797e-05
645,129,cdii_complex,8.93242656758596e-05
646,129,distinct_ligand,8.678797092816647e-05
647,129,nitrogen_boron_heterocycle_position,8.570018559108046e-05
648,129,emerge_crystal_delivery_method,8.53771370009257e-05
649,129,malimide_grignard_reaction_product,8.40893606786604e-05
650,130,extend_ribbon,8.774115286313727e-05
651,130,non_merohedral_component_twin,8.466099495134585e-05
652,130,cui_distance,8.280904039927914e-05
653,130,homology_evaluation,8.260253349220476e-05
654,130,neighbor_acridinium_cation,8.166312426027863e-05
655,131,axially_symmetric_texture,8.690464711284913e-05
656,131,tube_vertical_parallel_direction,8.55166118507949e-05
657,131,eukaryotic_cell_protein_ubiquitination,8.546630891899054e-05
658,131,ring_size,8.514210114984769e-05
659,131,pendant_diethylamino_group,8.48937174927474e-05
660,132,o_atom_n_atom,8.543210406923441e-05
661,132,distill_water,8.532570350625317e-05
662,132,barycentric_representation,8.380226645556899e-05
663,132,refine_structure_test_reconstruction,8.355360843835061e-05
664,132,know_structure_membrane_protein,8.348462395171339e-05
665,133,post_growth,8.771463093999999e-05
666,133,mtr_kinase,8.553751907479028e-05
667,133,hydrogen_bond_perchlorate,8.534308762548763e-05
668,133,nucleation_growth_decouple,8.481842625836384e-05
669,133,deg_phiv,8.449514951450594e-05
670,134,mean_square_strain,8.541188418348844e-05
671,134,general_position,8.503891963786115e-05
672,134,main_structural_result,8.375410405667194e-05
673,134,coordination_ni_atom_geometry,8.350500337430212e-05
674,134,strong_intramolecular_o_h,8.322104638617964e-05
675,135,transition_pattern,9.017513567698513e-05
676,135,tricyclic_core_plane,8.539049931081717e-05
677,135,pathological_process,8.298705975091304e-05
678,135,high_intensity,8.278146976622563e-05
679,135,distinct_pyridyltetrazolate_anion,8.225900461059896e-05
680,136,mean_square_static_displacement,8.774356141871054e-05
681,136,inherent_hurdle,8.68123592553294e-05
682,136,special_consideration,8.649799052218719e-05
683,136,delta_c_h,8.637510015778094e-05
684,136,new_x_ray_holography,8.58113066831398e-05
685,137,specie_oligomeriz,8.678273879429107e-05
686,137,weak_pi_pi,8.54529171738732e-05
687,137,simple_trigonometric_form,8.441645224187218e-05
688,137,alcohol_solvent_vapor,8.389265593611802e-05
689,137,sn_separation,8.334137780561942e-05
690,138,hydroxymethyl_amide,8.656783728975336e-05
691,138,ketone_group,8.583260580006407e-05
692,138,extremely_asymmetric_diffraction_case,8.554213888855536e-05
693,138,square_tetrahedral_pyramidal,8.483315258336755e-05
694,138,lattice_defect,8.472602783276954e-05
695,139,local_cs_symmetry,9.08144350166662e-05
696,139,uniform_density,8.612661186767009e-05
697,139,induction_time,8.472381884420096e-05
698,139,simulate_anneal_application,8.467017188965864e-05
699,139,dhod_crystal_structure,8.436129028743278e-05
700,140,butyl_chain,8.755853802498881e-05
701,140,minus_zwitterionic_form,8.609091561579951e-05
702,140,geometrical_model,8.594114270196592e-05
703,140,gev_electron_storage_ring,8.494122734879662e-05
704,140,low_temperature_form,8.483980819469215e-05
705,141,incident_x_ray_wave,8.78011015966324e-05
706,141,stack_height,8.426442743104694e-05
707,141,li_ion_battery,8.314564552997872e-05
708,141,radiation_count,8.314182220915129e-05
709,141,classical_ptp_typical_fold,8.293241460671002e-05
710,142,crystal_structure_intermolecular_interaction,8.798898278084264e-05
711,142,stannic_chloride,8.608996893564031e-05
712,142,needle_growth_dissolution,8.486422267191939e-05
713,142,nbsp_concentration,8.408941076366133e-05
714,142,graphical_evaluation,8.335386048046916e-05
715,143,amino_acid_residue_orientation,8.809715421591178e-05
716,143,anomalous_difference,8.69307916416883e-05
717,143,soft_x_ray_spectroscopy,8.683590290656538e-05
718,143,polymorph_crystal_structure,8.511366709030653e-05
719,143,aring_cui_distance,8.433827351191997e-05
720,144,l_idopyranosiduronic_acid,8.54777675868914e-05
721,144,backbone_type,8.503534725301865e-05
722,144,silicon_nanowire,8.477960535257685e-05
723,144,polyethylene_glycol,8.405255566894727e-05
724,144,mono_energetic_positron_beam,8.297480547670329e-05
725,145,monomer_position,8.779071092507597e-05
726,145,partial_pi,8.516456633874992e-05
727,145,coordination_metal_atom_polyhedron,8.408049321695672e-05
728,145,parametric_datum,8.406069532967248e-05
729,145,assay_vivo_activity,8.400334772690376e-05
730,146,cycle_conformation_change,9.109885499843365e-05
731,146,different_group_minus_atom,8.685026312713496e-05
732,146,dengue_infection,8.52827083717076e-05
733,146,ethylene_glycolate,8.518189559104704e-05
734,146,trigonal_bipyramid,8.454832933915106e-05
735,147,high_numerical_aperture,8.72298200480333e-05
736,147,maleic_anhydride,8.603584304261109e-05
737,147,dimensional_connection,8.559733493690152e-05
738,147,membered_ring,8.439939244730503e-05
739,147,quinazolinone_ring_system,8.42207359767385e-05
740,148,controversy_subject,8.928413577906038e-05
741,148,powder_diffraction_peak,8.667602475435473e-05
742,148,ctb_cholera_toxin,8.518806174701101e-05
743,148,anion_bind_site,8.496233249299801e-05
744,148,octahedral_arrangement,8.335726947105052e-05
745,149,weak_hg_link_molecule,9.06333292268238e-05
746,149,central_cuii_ion,8.654848303233578e-05
747,149,x_background,8.401333437409785e-05
748,149,silicon_crystal_performance_test,8.397544354537458e-05
749,149,real_time_observation,8.381630631222591e-05
