sub term,obj term,doc ID
detuning:0:technique,undulator:0:period,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period:1:numb,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period:1:numb,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period:1:numb,10.1107/S0909049502005472
detuning:0:technique,undulator:0:period:1:numb,10.1107/S0909049502005472
simple:0:scheme,optical:0:phase,10.1107/S0021889880011429
simple:0:scheme,optical:0:phase,10.1107/S0021889880011429
optical:0:phase,fundamental:0:energy,10.1107/S0021889880011429
optical:0:phase,fundamental:0:energy,10.1107/S0021889880011429
polydisperse:0:system,shape:0:particle,10.1107/S0021889880011429
particle:0:numb,transformation:0:method,10.1107/S0021889880011429
particle:0:numb,unsmooth:1:scatter:0:datum,10.1107/S0021889880011429
real:0:space,b:0:spline,10.1107/S0021889880011429
real:0:space:1:resolution,b:0:spline:1:function,10.1107/S0021889880011429
b:0:spline:1:function,size:1:distribution:0:function,10.1107/S0021889880011429
real:0:space:1:resolution,b:0:spline:1:function:2:knot,10.1107/S0021889880011429
b:0:spline:1:function:2:knot,size:1:distribution:0:function,10.1107/S0021889880011429
statistical:0:error,invert:0:matrix,10.1107/S0021889880011429
statistical:0:error,invert:0:matrix,10.1107/S0021889880011429
statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
propagate:2:statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
propagate:2:statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
title:0:compound,thiazolium:0:base,10.1107/S1600536800017876
title:0:compound,planar:0:molecule,10.1107/S1600536800019607
title:0:compound:1:structure,planar:0:molecule,10.1107/S1600536800019607
cuii:0:atom,inversion:0:center,10.1107/S1600536809030037
inversion:0:center,n:0:atom,10.1107/S1600536809030037
phase:0:information,measure:0:reflectivity,10.1107/S0108767392013126
phase:0:information,measure:0:reflectivity,10.1107/S0108767392013126
phase:0:information,measure:0:reflectivity:1:comparison,10.1107/S0108767392013126
phase:0:information,measure:0:reflectivity:1:comparison,10.1107/S0108767392013126
calculate:0:intensity,commercial:0:silicon,10.1107/S1600536806001978
correct:1:calculate:0:intensity,commercial:0:silicon:1:wafer,10.1107/S1600536806001978
correct:1:calculate:0:intensity,sapphire:0:substrate:1:niobium:0:film:2:commercial:0:silicon:1:wafer,10.1107/S1600536806001978
title:0:compound,e:0:isomer,10.1107/S1600536806001978
crystal:0:pack,mdash:0:h,10.1107/S1600536806001978
crystal:0:pack,o:1:mdash:0:h,10.1107/S1600536806001978
crystal:0:pack,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536806001978
bond:0:table,pattern:0:designator,10.1107/S010827011000572X
bond:0:table,pattern:0:designator,10.1107/S010827011000572X
covalent:1:bond:0:table,pattern:0:designator:1:symbol,10.1107/S010827011000572X
covalent:1:bond:0:table,pattern:0:designator:1:symbol,10.1107/S010827011000572X
cl:0:minus,mdash:0:h,10.1107/S010827011000572X
middot:1:cl:0:minus,n:1:mdash:0:h,10.1107/S010827011000572X
crystal:0:structure,molecule:0:planar,10.1107/S1600536806001401
simulation:0:method,real:0:structure,10.1107/S0108767392005841
videographic:1:simulation:0:method,real:0:structure:1:configuration,10.1107/S0108767392005841
partial:0:order,domain:0:configuration,10.1107/S0108767392005841
fourfold:0:split,deg:0:relative:1:domain:0:configuration,10.1107/S0108767392005841
structure:0:variant,quantitative:0:description,10.1107/S0108767392006342
structure:0:variant:1:different:1:combination:0:probability,quantitative:0:description,10.1107/S0108767392006342
structure:0:variant:1:different:1:combination:0:probability,structure:1:real:0:configuration:2:quantitative:0:description,10.1107/S0108767392006342
lithium:0:oxide,hartree:0:ndash,10.1107/S0108767392006342
lithium:0:oxide,hartree:0:ndash,10.1107/S0108767392006342
lithium:0:crystalline:1:lithium:0:oxide:1:electronic:0:structure,hartree:0:ndash:1:fock:0:approximation,10.1107/S0108767392006342
lithium:0:crystalline:1:lithium:0:oxide:1:electronic:0:structure,hartree:0:ndash:1:fock:0:approximation,10.1107/S0108767392006342
structure:0:factor,minus:0:factor,10.1107/S1600536813016218
minus:0:ion,theoretical:0:model,10.1107/S1600536813016218
minus:0:ion,theoretical:0:model,10.1107/S1600536813016218
static:1:structure:0:factor,minus:0:factor,10.1107/S1600536813016218
scientific:0:highlight,experimental:0:programme,10.1107/S0909049595009782
scientific:0:highlight,experimental:0:programme,10.1107/S0909049595009782
experimental:0:programme,metallic:0:alloy,10.1107/S0909049595009782
experimental:0:programme,metallic:0:alloy,10.1107/S0909049595009782
scientific:0:highlight:1:selection,author:0:involve:1:experimental:0:programme,10.1107/S0909049595009782
scientific:0:highlight:1:selection,author:0:involve:1:experimental:0:programme,10.1107/S0909049595009782
author:0:involve:1:experimental:0:programme,metallic:0:alloy,10.1107/S0909049595009782
author:0:involve:1:experimental:0:programme,metallic:0:alloy,10.1107/S0909049595009782
srs:2:scientific:0:highlight:1:selection,author:0:involve:1:experimental:0:programme,10.1107/S0909049595009782
srs:2:scientific:0:highlight:1:selection,author:0:involve:1:experimental:0:programme,10.1107/S0909049595009782
title:0:compound,independent:0:molecule,10.1107/S1600536806001036
title:0:compound:1:asymmetric:0:unit,different:0:conformation:1:independent:0:molecule,10.1107/S1600536806001036
piperidine:0:ring,chair:0:conformation,10.1107/S1600536813016048
anion:0:cation,mdash:0:h,10.1107/S1600536813016048
anion:0:cation,o:1:mdash:0:h,10.1107/S1600536813016048
pyridyl:0:group,dy:0:coordination,10.1107/S0108270110026892
pyridyl:0:substituent,ligand:0:nitrate,10.1107/S0108270110026892
charge:0:balance,pyridyl:0:function,10.1107/S1600536805042844
charge:0:balance,peripheral:1:pyridyl:0:function,10.1107/S1600536805042844
middot:0:dpno,dihedral:0:angle,10.1107/S0108270110024601
middot:0:dpno:1:middot,dihedral:0:angle,10.1107/S0108270110024601
organic:0:nature,structural:0:characteristic,10.1107/S0108270110024601
organic:0:nature,structural:0:characteristic,10.1107/S0108270110024601
organic:0:nature:1:molecular:0:complex,report:0:dioxide:1:structural:0:characteristic,10.1107/S0108270110024601
organic:0:nature:1:molecular:0:complex,report:0:dioxide:1:structural:0:characteristic,10.1107/S0108270110024601
o:0:distance,o:0:atom,10.1107/S0108270110024601
o:0:distance:1:mdash,o:0:atom,10.1107/S0108270110024601
optimize:0:structure,molecular:0:structure,10.1107/S1600536806000043
title:0:complex,possible:0:precursor,10.1107/S1600536806000043
thioxothiazolidine:0:ring,benzene:0:ring,10.1107/S1600536813016577
thioxothiazolidine:0:ring:1:mean:0:plane,benzene:0:ring,10.1107/S1600536813016577
title:0:compound,grignard:0:reaction,10.1107/S1600536813016887
title:0:compound,malimide:1:grignard:0:reaction,10.1107/S1600536813016887
title:0:compound,malimide:1:grignard:0:reaction:2:product,10.1107/S1600536813016887
vm:0:value,da:0:minus,10.1107/S1744309109032540
vm:0:value,da:0:minus,10.1107/S1744309109032540
da:0:minus,asymmetric:0:unit,10.1107/S1744309109032540
da:0:minus,asymmetric:0:unit:1:molecule,10.1107/S1744309109032540
da:0:minus,asymmetric:0:unit:1:molecule:2:presence,10.1107/S1744309109032540
derivative:0:crystal,cocrystallization:0:method,10.1107/S1744309110048414
dihydroorotate:0:dehydrogenase,aring:0:resolution,10.1107/S1744309110048414
putative:1:dihydroorotate:0:dehydrogenase,aring:0:resolution,10.1107/S1744309110048414
dhod:0:crystal,class:0:dhod,10.1107/S160053680600016X
potential:0:site,design:0:technique,10.1107/S160053680600016X
dhod:0:crystal:1:structure,class:0:dhod:1:enzyme,10.1107/S160053680600016X
highly:0:specific:1:inhibitor,chemotherapeutic:1:design:0:technique,10.1107/S160053680600016X
cysteine:0:residue,different:0:position,10.1107/S1744309110051110
result:1:bpap:0:construct,ndash:0:rna:1:complex,10.1107/S1744309110051110
result:1:bpap:0:construct,ndash:0:rna:1:complex,10.1107/S1744309110051110
result:1:bpap:0:construct,bpap:2:ndash:0:rna:1:complex,10.1107/S1744309110051110
result:1:bpap:0:construct,bpap:2:ndash:0:rna:1:complex,10.1107/S1744309110051110
serratia:0:marcescen,aring:0:resolution,10.1107/S0907444901018972
serratia:0:marcescen:1:inactive:0:mutant,aring:0:resolution,10.1107/S0907444901018972
serratia:0:marcescen:1:inactive:0:mutant:2:crystal:0:structure,aring:0:resolution,10.1107/S0907444901018972
tetraphenylphosphonium:0:cation,polymeric:0:anion,10.1107/S0907444912044903
templat:1:tetraphenylphosphonium:0:cation,polymeric:0:anion:1:cavity,10.1107/S0907444912044903
deaminase:0:product,aring:0:resolution,10.1107/S0907444912044903
deaminase:0:product:1:complex:0:ribg,aring:0:resolution,10.1107/S0907444912044903
bacillus:0:subtili:1:crystal:0:structure:2:deaminase:0:product:1:complex:0:ribg,aring:0:resolution,10.1107/S0907444912044903
two:0:loop,phosphate:0:ribosyl,10.1107/S0907444912044903
two:0:loop,substrate:0:bind:1:product,10.1107/S0907444912044903
pyrimidine:0:ring,zinc:0:ion,10.1107/S0907444912044903
pyrimidine:0:ring,catalytic:1:zinc:0:ion,10.1107/S0907444912044903
product:0:bind:0:substrate,essential:0:role,10.1107/S0907444912044903
product:0:bind:0:substrate:1:such:0:distortion,enzyme:0:catalysis:1:essential:0:role,10.1107/S0907444912044903
yeast:0:structure,mutational:0:analysis,10.1107/S0907444912044903
mutational:0:analysis,substrate:0:recognition,10.1107/S0907444912044903
mutational:0:analysis,substrate:0:recognition:1:mechanism,10.1107/S0907444912044903
mutational:0:analysis,enzyme:2:substrate:0:recognition:1:mechanism,10.1107/S0907444912044903
structural:0:comparison,carbonyl:0:backbone,10.1107/S0907444912044903
pcxxc:0:signature,bind:0:hole,10.1107/S0907444912044903
detailed:1:structural:0:comparison,consecutive:1:carbonyl:0:backbone,10.1107/S0907444912044903
neighbouring:0:chain,water:0:molecule,10.1107/S0108270107021622
neighbouring:0:chain,water:0:molecule,10.1107/S0108270107021622
neighbouring:0:chain,uncoordinated:0:coordinate:1:water:0:molecule,10.1107/S0108270107021622
neighbouring:0:chain,uncoordinated:0:coordinate:1:water:0:molecule,10.1107/S0108270107021622
title:0:complex,metal:0:centre,10.1107/S0108270107021622
title:0:complex,pdii:1:metal:0:centre,10.1107/S0108270107021622
title:0:complex,o:0:atom,10.1107/S1600536812029819
title:0:complex:1:viv:0:atom,dianionic:1:o:0:atom,10.1107/S1600536812029819
tetradentate:0:ligand,dihedral:0:angle,10.1107/S1600536812029819
tetradentate:0:ligand:1:buckle,dihedral:0:angle,10.1107/S1600536812029819
supramolecular:0:chain,b:0:axis,10.1107/S1600536812029819
cycloheptane:0:ring,chair:0:conformation,10.1107/S1600536812029777
fuse:1:cycloheptane:0:ring,chair:0:conformation,10.1107/S1600536812029777
crystal:0:pack,c:0:mdash,10.1107/S1600536812029777
crystal:0:pack,c:0:mdash:1:h,10.1107/S1600536812029777
crystal:0:pack,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536812029777
ionotropic:0:glutamate:1:receptor,baculovirus:0:system,10.1107/S0907444900014104
mpd:0:cryoprotection,dramatic:0:improvement,10.1107/S1600536812031789
mpd:0:cryoprotection,resolution:1:dramatic:0:improvement,10.1107/S1600536812031789
polymeric:0:compound,inversion:0:center,10.1107/S1600536812031789
inversion:0:center,n:0:atom,10.1107/S1600536812031789
title:1:polymeric:0:compound,inversion:0:center,10.1107/S1600536812031789
inversion:0:center,amine:1:n:0:atom,10.1107/S1600536812031789
title:1:polymeric:0:compound:2:znii:0:atom,inversion:0:center,10.1107/S1600536812031789
bridge:0:nature,layer:0:motif,10.1107/S1600536812031789
anion:1:bridge:0:nature,layer:0:motif,10.1107/S1600536812031789
anvil:0:cell,sample:0:displacement,10.1107/S0909049508030859
anvil:0:cell,sample:0:displacement,10.1107/S0909049508030859
diamond:1:anvil:0:cell,rotation:0:bring:1:sample:0:displacement,10.1107/S0909049508030859
diamond:1:anvil:0:cell,rotation:0:bring:1:sample:0:displacement,10.1107/S0909049508030859
centre:0:method,sample:0:rotation,10.1107/S0909049508030859
centre:0:method,sample:0:rotation,10.1107/S0909049508030859
centre:0:method,sample:0:rotation,10.1107/S0909049508030859
centre:0:method,sample:0:rotation,10.1107/S0909049508030859
centre:0:method,sample:0:rotation,10.1107/S0909049508030859
sample:0:rotation,prior:0:position,10.1107/S0909049508030859
sample:0:rotation,prior:0:position,10.1107/S0909049508030859
sample:0:rotation,prior:0:position,10.1107/S0909049508030859
sample:0:rotation,prior:0:position,10.1107/S0909049508030859
centre:0:method,deg:1:sample:0:rotation,10.1107/S0909049508030859
centre:0:method,deg:1:sample:0:rotation,10.1107/S0909049508030859
centre:0:method,deg:1:sample:0:rotation,10.1107/S0909049508030859
centre:0:method,deg:1:sample:0:rotation,10.1107/S0909049508030859
centre:0:method,deg:1:sample:0:rotation,10.1107/S0909049508030859
deg:1:sample:0:rotation,prior:0:position,10.1107/S0909049508030859
deg:1:sample:0:rotation,prior:0:position,10.1107/S0909049508030859
deg:1:sample:0:rotation,prior:0:position,10.1107/S0909049508030859
deg:1:sample:0:rotation,prior:0:position,10.1107/S0909049508030859
method:0:description,extend:0:record,10.1107/S0909049508030859
extend:0:record,practical:0:set,10.1107/S0909049508030859
method:0:description,use:1:extend:0:record,10.1107/S0909049508030859
use:1:extend:0:record,practical:0:set,10.1107/S0909049508030859
incident:0:beam,expect:0:result,10.1107/S0909049508030859
incident:0:beam:1:respect,expect:0:result,10.1107/S0909049508030859
incident:0:beam:1:respect:2:sample:0:grain:1:orientation,expect:0:result,10.1107/S0909049508030859
large:0:grain,particular:0:orientation,10.1107/S0909049508030859
particular:0:orientation,add:0:effect,10.1107/S0909049508030859
particular:0:orientation,detector:0:saturation:1:significantly:0:reduce:2:add:0:effect,10.1107/S0909049508030859
mnii:0:cation,o:0:atom,10.1107/S1600536812032618
asymmetric:0:unit,twofold:0:axis,10.1107/S1600536812032618
asymmetric:0:unit,crystallographic:1:twofold:0:axis,10.1107/S1600536812032618
complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
low:0:temperature,direct:0:method,10.1107/S0108768199014020
crystal:0:conformation,know:0:triglyceride,10.1107/S1399004714021245
crystal:0:conformation:1:pack,know:0:triglyceride,10.1107/S1399004714021245
crystal:0:conformation:1:pack:2:term,know:0:triglyceride,10.1107/S1399004714021245
present:0:work,crystal:0:structure,10.1107/S1399004714021245
present:0:work,crystal:0:structure,10.1107/S1399004714021245
present:0:work,crystal:0:structure,10.1107/S1399004714021245
structural:0:analysis,inositol:0:polyphosphate,10.1107/S1399004714021245
structural:0:analysis,inositol:0:polyphosphate,10.1107/S1399004714021245
structural:0:analysis:1:biochemical:0:activity,inositol:0:polyphosphate,10.1107/S1399004714021245
structural:0:analysis:1:biochemical:0:activity,inositol:0:polyphosphate,10.1107/S1399004714021245
bulky:0:prime,bind:0:site,10.1107/S1399004714021245
cognate:0:substrate,active:0:site,10.1107/S090744490102039X
cognate:0:substrate:1:specifically:0:act:2:enzyme:0:class:1:ability,active:0:site,10.1107/S090744490102039X
electron:0:carrier,vapour:0:diffusion,10.1107/S090744490102039X
vapour:0:diffusion,ammonium:0:sulfate,10.1107/S090744490102039X
enzyme:0:cytochrome,precipitant:1:ammonium:0:sulfate:2:vapour:0:diffusion,10.1107/S090744490102039X
nirt:0:family,electron:0:donor,10.1107/S090744490102039X
grow:0:crystal,space:0:group,10.1107/S0108270197007531
aromatic:0:ring,abc:0:ring,10.1107/S1600536804015806
methoxylat:1:aromatic:0:ring,abc:0:ring:1:system,10.1107/S1600536804015806
title:0:compound,sulfonylation:0:reaction,10.1107/S1600536804015806
crystal:0:pack,mdash:0:h,10.1107/S1600536804015806
crystal:0:pack,n:1:mdash:0:h,10.1107/S1600536804015806
crystal:0:pack,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536804015806
difluorobenzyloxy:0:ring,central:0:quinoline,10.1107/S1600536809030499
ring:0:system,dihedral:0:angle,10.1107/S1600536809030499
difluorobenzyloxy:0:ring:1:pyrimidine,central:0:quinoline:1:ring:0:system,10.1107/S1600536809030499
pi:0:interaction,adjacent:0:chain,10.1107/S0567739481001307
graphic:0:explanation,negative:0:positive:1:quartet,10.1107/S0567739481001307
graphic:0:explanation,negative:0:positive:1:quartet:2:triplet,10.1107/S0567739481001307
title:0:compound,mdash:0:h,10.1107/S1600536804016368
title:0:compound,titanium:0:reagent,10.1107/S1600536804018124
dihydropyrimidine:0:ring,boat:0:conformation,10.1107/S002188989201286X
quantity:0:value,crystal:0:structure,10.1107/S002188989201286X
quantity:0:value,crystal:0:structure,10.1107/S002188989201286X
optical:0:chirality,absolute:0:configuration,10.1107/S002188989201286X
absolute:1:optical:0:chirality,absolute:0:configuration,10.1107/S002188989201286X
material:2:absolute:1:optical:0:chirality,optical:0:rotation:1:sign:2:absolute:0:configuration,10.1107/S002188989201286X
silicon:0:crystal,glance:0:angle,10.1107/S0108767393011535
highly:0:perfect:1:silicon:0:crystal,extremely:0:asymmetric:1:scheme,10.1107/S0108767393011535
rock:0:curve,theoretical:0:calculation,10.1107/S0108767393011535
experimental:1:rock:0:curve,theoretical:0:calculation,10.1107/S0108767393011535
title:0:compound,condensation:0:reaction,10.1107/S1600536804016642
title:0:compound:1:crystal,condensation:0:reaction,10.1107/S1600536804016642
crystal:0:pack,pi:0:ndash,10.1107/S1600536804017301
crystal:0:pack,pi:1:pi:0:ndash,10.1107/S1600536804017301
title:0:compound,flatten:0:envelope,10.1107/S1600536804017015
title:0:compound:1:structure,flatten:0:envelope,10.1107/S1600536804017015
znii:0:centre,schiff:0:base,10.1107/S1600536809031109
schiff:0:base,metal:0:ion,10.1107/S1600536809031109
znii:0:centre,schiff:0:base:1:ligand,10.1107/S1600536809031109
schiff:0:base:1:ligand,slightly:0:distort:1:tran,10.1107/S1600536809031109
diffraction:0:datum,aring:0:resolution,10.1107/S0108270102004511
aring:0:resolution,synchrotron:0:radiation,10.1107/S0108270102004511
title:0:compound,space:0:group,10.1107/S0108270102004511
title:0:compound,triclinic:1:space:0:group,10.1107/S0108270102004511
structural:0:analysis,pyridine:0:ring,10.1107/S0108270102004511
structural:0:analysis,2:1:pyridine:0:ring,10.1107/S0108270102004511
structural:0:analysis,2:1:pyridine:0:ring,10.1107/S0108270102004511
title:0:compound,high:0:yield,10.1107/S1600536809032620
centrosymmetric:1:title:0:compound,high:0:yield,10.1107/S1600536809032620
zriv:0:compound,o:0:atom,10.1107/S1600536809031882
central:0:zriv:1:ion,o:0:atom,10.1107/S1600536809031882
title:0:compound,major:0:byproduct,10.1107/S1600536809032772
title:0:compound,classical:1:schmidt:0:reaction:2:major:0:byproduct,10.1107/S1600536809032772
cyclohexyl:0:ring,chair:0:conformation,10.1107/S1600536809032772
chair:0:conformation,monocyclic:0:analogue,10.1107/S1600536809032772
cyclohexyl:0:ring,classical:1:chair:0:conformation,10.1107/S1600536809032772
classical:1:chair:0:conformation,monocyclic:0:analogue,10.1107/S1600536809032772
title:0:molecule,inversion:0:symmetry,10.1107/S1600536804017179
dimeric:1:title:0:molecule,crystallographic:1:inversion:0:symmetry,10.1107/S1600536804017179
n:0:hydrogen,zigzag:0:chain,10.1107/S0108270103025903
n:0:hydrogen:1:bond,zigzag:0:chain:1:propagate,10.1107/S0108270103025903
middot:0:minus,squarate:0:dianion,10.1107/S0108270103025903
squarate:0:dianion,inversion:0:centre,10.1107/S0108270103025903
crystal:0:structure:1:determination,squarate:0:dianion,10.1107/S0108270103025903
crystal:0:pack,hydrogen:0:bond,10.1107/S0108270103025903
crystal:0:pack,hydrogen:0:bond:1:type,10.1107/S0108270103025903
primary:1:hydrogen:0:bond,anion:0:o:1:atom,10.1107/S0108270103025903
primary:1:hydrogen:0:bond,squarate:2:anion:0:o:1:atom,10.1107/S0108270103025903
2:1:hydrogen:0:bond,2:2:anion:0:o:1:atom,10.1107/S0108270103025903
nicotinamide:0:moiety,o:0:atom,10.1107/S0108270103025903
coplanar:1:nicotinamide:0:moiety,amide:1:o:0:atom,10.1107/S0108270103025903
coplanar:1:nicotinamide:0:moiety:2:intermolecular:0:interaction,amide:1:o:0:atom,10.1107/S0108270103025903
title:0:compound,independent:0:molecule,10.1107/S1600536812007313
title:0:compound,asymmetric:0:unit:1:independent:0:molecule,10.1107/S1600536812007313
n:0:hydrogen,benzene:0:ring,10.1107/S1600536806017041
n:0:hydrogen:1:bond,benzimidazole:0:ring:1:substitute:1:benzene:0:ring,10.1107/S1600536806017041
n:0:hydrogen:1:bond,benzimidazole:0:ring:1:substitute:1:benzene:0:ring:2:coplanarity,10.1107/S1600536806017041
asymmetric:0:unit,independent:0:molecule,10.1107/S1600536806017041
crystal:0:structure,c:0:mdash,10.1107/S1600536806018794
crystal:0:structure,c:0:mdash:1:h,10.1107/S1600536806018794
crystal:0:structure,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536806018794
title:0:compound,e:0:conformation,10.1107/S1600536812008082
c:0:bond,c:0:mdash,10.1107/S1600536806019015
mdash:1:c:0:bond,n:0:bond:1:c:0:mdash,10.1107/S1600536806019015
n:2:mdash:1:c:0:bond,n:0:bond:1:c:0:mdash,10.1107/S1600536806019015
molecule:0:conformation,mdash:0:h,10.1107/S1600536806019015
molecule:0:conformation,c:1:mdash:0:h,10.1107/S1600536806019015
molecule:0:conformation,intramolecular:2:c:1:mdash:0:h,10.1107/S1600536806019015
molecular:0:pack,o:1:mdash:0:h,10.1107/S1600536806019015
molecular:0:pack,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536806019015
crystal:0:structure,pd:0:atom,10.1107/S1600536806018903
complex:1:crystal:0:structure,pd:0:atom,10.1107/S1600536806018903
interest:0:sample,scatter:0:radiation,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam,10.1107/S0909049511037149
interest:0:sample,main:0:beam:1:scatter:0:radiation,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam:1:incident,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam:1:incident,10.1107/S0909049511037149
interest:0:sample:1:scatter:2:ray,main:0:beam:1:scatter:0:radiation,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam:1:incident:2:interference,10.1107/S0909049511037149
measure:0:intensity,scatter:0:beam:1:incident:2:interference,10.1107/S0909049511037149
numerical:0:aperture,dynamic:0:static:0:structure,10.1107/S0909049511037149
high:1:numerical:0:aperture,dynamic:0:static:0:structure,10.1107/S0909049511037149
high:1:numerical:0:aperture:2:microscope,dynamic:0:static:0:structure,10.1107/S0909049511037149
title:0:compound,organic:0:molecule,10.1107/S1600536812003807
title:0:compound:1:asymmetric:0:unit,organic:0:molecule,10.1107/S1600536812003807
cdii:0:ion,rotation:0:axis,10.1107/S1600536812004412
n:0:atom,prismatic:0:geometry,10.1107/S1600536812004412
cdii:0:ion,twofold:1:rotation:0:axis,10.1107/S1600536812004412
n:0:atom,ndash:1:prismatic:0:geometry,10.1107/S1600536812004412
n:0:atom,trigonal:2:ndash:1:prismatic:0:geometry,10.1107/S1600536812004412
crystal:0:structure,mdash:0:h,10.1107/S1600536812004412
crystal:0:structure,n:1:mdash:0:h,10.1107/S1600536812004412
o:1:hydrogen:0:bond,crystallographically:0:independent:1:chain,10.1107/S1600536812005156
crystallographically:0:independent:1:chain,alternate:1:independent:0:molecule,10.1107/S1600536812005156
alkyl:0:chain,c:0:bond,10.1107/S1600536812005338
alkyl:0:chain,mdash:1:c:0:bond,10.1107/S1600536812005338
interference:0:pattern,spectral:0:range,10.1107/S0909049503029169
interference:0:pattern,spectral:0:range,10.1107/S0909049503029169
interference:0:pattern,large:1:spectral:0:range,10.1107/S0909049503029169
interference:0:pattern,large:1:spectral:0:range,10.1107/S0909049503029169
highly:0:absorb:1:pinhole,coherence:0:degree,10.1107/S0909049503029169
highly:0:absorb:1:pinhole,coherence:0:degree,10.1107/S0909049503029169
rlml:0:gene,expression:0:vector,10.1107/S1744309110035074
recombinant:0:protein,gel:0:filtration,10.1107/S1744309110035074
final:0:crystal,aring:0:resolution,10.1107/S1744309110035074
coordination:0:polyhedron,trigonal:0:prism,10.1107/S1600536812005016
coordination:0:polyhedron,tricapp:1:trigonal:0:prism,10.1107/S1600536812005016
coordination:0:polyhedron,distort:2:tricapp:1:trigonal:0:prism,10.1107/S1600536812005016
oxalate:0:ion,dinuclear:0:unit,10.1107/S1600536812005016
oxalate:0:ion:1:o:0:atom,dinuclear:0:unit,10.1107/S1600536812005016
neighbour:1:oxalate:0:anion,c:0:axis:1:channel,10.1107/S1600536812005016
water:0:molecule,host:0:framework,10.1107/S1600536812005016
water:0:molecule,host:0:framework,10.1107/S1600536812005016
free:0:coordinate:1:water:0:molecule,host:0:framework,10.1107/S1600536812005016
free:0:coordinate:1:water:0:molecule,host:0:framework,10.1107/S1600536812005016
title:0:molecule,benzene:0:respect,10.1107/S1600536812004783
neighbour:0:nitro:1:group,benzene:0:respect,10.1107/S1600536812004783
synchrotron:0:radiation,aring:0:resolution,10.1107/S1744309110037954
n:0:hydrogen,centrosymmetric:0:dimer,10.1107/S010827010803669X
n:0:hydrogen:1:bond,centrosymmetric:0:dimer,10.1107/S010827010803669X
study:0:significance,crystal:0:structure,10.1107/S160053681200671X
study:0:significance,different:1:crystal:0:structure,10.1107/S160053681200671X
study:0:significance,different:1:crystal:0:structure:2:observation,10.1107/S160053681200671X
solvent:0:molecule,inversion:0:centre,10.1107/S160053681200671X
solvent:0:molecule,crystallographic:1:inversion:0:centre,10.1107/S160053681200671X
solvent:0:molecule:2:half:1:dioxane:0:molecule,crystallographic:1:inversion:0:centre,10.1107/S160053681200671X
donor:0:set,dithiocarbamate:0:ligand,10.1107/S160053681200671X
donor:0:set,monodentate:1:dithiocarbamate:0:ligand,10.1107/S160053681200671X
twofold:0:axis,coordination:0:environment,10.1107/S1600536812001353
twofold:0:axis,tetrahedral:1:coordination:0:environment,10.1107/S1600536812001353
title:0:molecule,distort:2:tetrahedral:1:coordination:0:environment,10.1107/S1600536812001353
complex:0:molecule,mdash:0:h,10.1107/S1600536812001353
complex:0:molecule,n:1:mdash:0:h,10.1107/S1600536812001353
title:0:compound,centrosymmetric:0:binuclear:1:molecule,10.1107/S1600536812004758
acid:0:molecule,coordination:0:mode,10.1107/S1600536812004758
acid:0:molecule,coordination:0:mode,10.1107/S1600536812004758
cuii:0:ion,bipyridine:0:ligand,10.1107/S1600536812004758
cuii:0:ion:1:geometry,bridge:1:bipyridine:0:ligand,10.1107/S1600536812004758
cuii:0:ion:1:geometry,apical:1:water:0:molecule:2:bridge:1:bipyridine:0:ligand,10.1107/S1600536812004758
adjacent:0:complex,mdash:0:h,10.1107/S1600536812004758
adjacent:0:complex,o:1:mdash:0:h,10.1107/S1600536812004758
hydrogen:0:bond,supramolecular:0:structure,10.1107/S1600536812006137
title:0:molecule,dihedral:0:angle,10.1107/S1600536812006137
n:0:interaction,supramolecular:0:layer,10.1107/S1399004714005550
n:0:interaction,bc:0:plane:1:supramolecular:0:layer,10.1107/S1399004714005550
prior:0:information,empirical:0:foundation,10.1107/S1399004714005550
distribution:0:function,pdb:0:growth,10.1107/S1399004714005550
