char dist,word dist,stem,sub term,obj term,doc ID
125,18,feature,title:0:compound,mu:0:coordinate:2:octahedral:1:hg:0:atom,10.1107/S0108270107016800
125,18,base,title:0:compound,mu:0:coordinate:2:octahedral:1:hg:0:atom,10.1107/S0108270107016800
136,19,feature,title:0:compound,hg:0:atom,10.1107/S0108270107016800
136,19,base,title:0:compound,hg:0:atom,10.1107/S0108270107016800
84,8,show,title:0:complex,pdii:1:metal:0:centre,10.1107/S0108270107021622
89,9,show,title:0:complex,metal:0:centre,10.1107/S0108270107021622
97,12,link,neighbouring:0:chain,uncoordinated:0:coordinate:1:water:0:molecule,10.1107/S0108270107021622
97,12,form,neighbouring:0:chain,uncoordinated:0:coordinate:1:water:0:molecule,10.1107/S0108270107021622
127,15,link,neighbouring:0:chain,water:0:molecule,10.1107/S0108270107021622
127,15,form,neighbouring:0:chain,water:0:molecule,10.1107/S0108270107021622
22,4,coordinate,cadmium:0:ion,octahedral:0:environment,10.1107/S0108270107027862
37,6,surround,octahedral:0:environment,seven:1:o:0:atom,10.1107/S0108270107027862
43,7,surround,octahedral:0:environment,o:0:atom,10.1107/S0108270107027862
48,6,form,coordination:0:polyhedron,polymeric:0:chain,10.1107/S0108270107027862
50,7,compose,title:0:compound,cadmium:0:cation,10.1107/S0108270107027862
50,7,compose,title:0:compound:1:asymmetric:0:unit,cadmium:0:cation,10.1107/S0108270107027862
19,4,link,molecular:0:component,n:1:mdash:0:h,10.1107/S0108270107044563
21,5,link,molecular:0:component,mdash:0:h,10.1107/S0108270107044563
35,5,provide,intramolecular:0:dimension:1:improve:0:precision,molecular:2:ndash:1:electronic:0:structure,10.1107/S0108270107044563
45,6,provide,intramolecular:0:dimension:1:improve:0:precision,ndash:1:electronic:0:structure,10.1107/S0108270107044563
51,7,provide,intramolecular:0:dimension,electronic:0:structure,10.1107/S0108270107044563
17,3,present,intermolecular:0:interaction:1:crystal:0:pack:2:detail:0:investigation,hirshfeld:1:surface:0:analysis:2:mean,10.1107/S0108270107044812
26,5,present,intermolecular:0:interaction,hirshfeld:1:surface:0:analysis,10.1107/S0108270107044812
36,6,present,intermolecular:0:interaction,surface:0:analysis,10.1107/S0108270107044812
18,3,stabilize,molecule:1:periodic:0:organization,weak:1:c:0:mdash:2:h,10.1107/S0108270108003466
18,3,stabilize,molecule:1:periodic:0:organization,weak:1:c:0:mdash,10.1107/S0108270108003466
18,3,suggest,method:0:result,observe:1:molecular:0:conformation,10.1107/S0108270108003466
18,3,suggest,method:0:result,title:0:compound:2:observe:1:molecular:0:conformation,10.1107/S0108270108003466
27,4,suggest,method:0:result,molecular:0:conformation,10.1107/S0108270108003466
28,4,determine,title:0:compound:2:observe:1:molecular:0:conformation,crystal:0:structure:1:intermolecular:0:interaction,10.1107/S0108270108003466
40,7,stabilize,periodic:0:organization,c:0:mdash,10.1107/S0108270108003466
45,6,have,title:0:molecule,c:2:mdash:1:c:0:bond,10.1107/S0108270108003466
46,7,compare,invert:0:counterpart,functional:0:theory,10.1107/S0108270108003466
46,7,calculate,invert:0:counterpart,functional:0:theory,10.1107/S0108270108003466
47,7,have,title:0:molecule,mdash:1:c:0:bond,10.1107/S0108270108003466
50,8,determine,molecular:0:conformation,intermolecular:0:interaction,10.1107/S0108270108003466
50,8,determine,observe:1:molecular:0:conformation,crystal:0:structure:1:intermolecular:0:interaction,10.1107/S0108270108003466
53,8,have,title:0:molecule,c:0:bond,10.1107/S0108270108003466
98,15,compare,crystallographically:0:observe:1:molecular:0:structure,density:1:functional:0:theory,10.1107/S0108270108003466
98,15,calculate,crystallographically:0:observe:1:molecular:0:structure,density:1:functional:0:theory,10.1107/S0108270108003466
18,3,generate,hydrophilic:0:region,o:1:mdash:0:h,10.1107/S0108270108006975
20,4,generate,hydrophilic:0:region,mdash:0:h,10.1107/S0108270108006975
23,3,represent,new:0:phosphate:1:crystal:0:structure,new:1:structural:0:type,10.1107/S0108270108006975
27,4,represent,new:0:phosphate,structural:0:type,10.1107/S0108270108006975
9,2,form,oxo:0:complex,anionic:0:framework,10.1107/S0108270108016454
9,2,form,different:1:oxo:0:complex,anionic:0:framework,10.1107/S0108270108016454
12,2,contain,middot:0:minus:1:middot,heterocyclic:0:cation,10.1107/S0108270108017502
22,4,contain,middot:0:minus,heterocyclic:0:cation,10.1107/S0108270108017502
68,10,form,hydrogen:0:bond,infinite:0:chain,10.1107/S0108270108017502
68,10,form,strong:1:hydrogen:0:bond,infinite:0:chain,10.1107/S0108270108017502
25,4,link,n:0:hydrogen:1:bond,centrosymmetric:0:dimer,10.1107/S010827010803669X
31,5,link,n:0:hydrogen,centrosymmetric:0:dimer,10.1107/S010827010803669X
14,3,base,absolute:1:configuration:0:assignment,start:0:material:1:chirality:2:knowledge,10.1107/S0108270108039772
32,6,base,absolute:1:configuration:0:assignment,start:0:material:1:chirality,10.1107/S0108270108039772
49,9,base,configuration:0:assignment,start:0:material,10.1107/S0108270108039772
26,5,use,direct:0:method,fourier:0:map,10.1107/S0108270109021519
26,5,calculate,direct:0:method,fourier:0:map,10.1107/S0108270109021519
26,5,use,direct:0:method:1:obtain:2:merit:0:figure,fourier:0:map,10.1107/S0108270109021519
26,5,calculate,direct:0:method:1:obtain:2:merit:0:figure,fourier:0:map,10.1107/S0108270109021519
28,5,adopt,prismatic:0:crystal,structure:0:type,10.1107/S0108270109021519
28,5,adopt,blue:1:prismatic:0:crystal,structure:0:type,10.1107/S0108270109021519
34,5,allow,fourier:0:map,precise:0:determination,10.1107/S0108270109021519
34,5,allow,difference:1:fourier:0:map,precise:0:determination,10.1107/S0108270109021519
34,5,allow,difference:1:fourier:0:map:2:h:0:atom,precise:0:determination,10.1107/S0108270109021519
69,8,obtain,single:0:crystal,hydrothermal:0:method,10.1107/S0108270109021519
85,10,obtain,ndash:1:ndash:0:system,hydrothermal:0:method,10.1107/S0108270109021519
85,10,obtain,sro:0:ndash:1:cuo:2:ndash:1:ndash:0:system,hydrothermal:0:method,10.1107/S0108270109021519
124,16,isolate,site:0:symmetry,trigonal:0:prism,10.1107/S0108270109021519
124,16,elongate,site:0:symmetry,trigonal:0:prism,10.1107/S0108270109021519
17,3,belong,aring:0:resolution,space:0:group,10.1107/S0108270109024445
18,3,diffract,well:0:crystal,aring:0:resolution,10.1107/S0108270109024445
58,4,contain,title:0:compound,complex:0:cation,10.1107/S0108270109024445
9,1,exhibit,znii:0:center,different:1:coordination:0:environment,10.1107/S0108270109029084
19,2,exhibit,znii:0:center,coordination:0:environment,10.1107/S0108270109029084
19,3,have,cu:0:atom,coordination:0:geometry,10.1107/S0108270109029084
41,6,allow,structural:0:comparison,general:0:model,10.1107/S0108270109030339
54,8,link,single:0:enantiomer,framework:0:structure,10.1107/S0108270109030339
31,5,exhibit,internal:0:symmetry,conformational:0:chirality,10.1107/S0108270109054602
31,5,exhibit,internal:0:symmetry:1:have:2:conformation,conformational:0:chirality,10.1107/S0108270109054602
35,5,use,bond:0:table,pattern:0:designator,10.1107/S010827011000572X
35,5,generate,bond:0:table,pattern:0:designator,10.1107/S010827011000572X
35,5,use,covalent:1:bond:0:table,pattern:0:designator:1:symbol,10.1107/S010827011000572X
35,5,generate,covalent:1:bond:0:table,pattern:0:designator:1:symbol,10.1107/S010827011000572X
71,11,have,middot:1:cl:0:minus,n:1:mdash:0:h,10.1107/S010827011000572X
73,12,have,cl:0:minus,mdash:0:h,10.1107/S010827011000572X
8,2,lie,metal:0:atom,special:0:position,10.1107/S0108270110013879
18,4,locate,ba:0:atom,regular:1:cuboctahedral:0:environment,10.1107/S0108270110013879
26,5,locate,ba:0:atom,cuboctahedral:0:environment,10.1107/S0108270110013879
41,7,solve,aluminium:0:barium:1:lanthanum:0:ruthenium:2:strontium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
41,7,refine,aluminium:0:barium:1:lanthanum:0:ruthenium:2:strontium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
41,7,use,aluminium:0:barium:1:lanthanum:0:ruthenium:2:strontium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
51,8,solve,aluminium:0:barium:1:lanthanum:0:ruthenium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
51,8,refine,aluminium:0:barium:1:lanthanum:0:ruthenium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
51,8,use,aluminium:0:barium:1:lanthanum:0:ruthenium,neutron:0:powder:1:diffraction,10.1107/S0108270110013879
51,8,solve,lanthanum:0:ruthenium,neutron:0:powder,10.1107/S0108270110013879
51,8,refine,lanthanum:0:ruthenium,neutron:0:powder,10.1107/S0108270110013879
51,8,use,lanthanum:0:ruthenium,neutron:0:powder,10.1107/S0108270110013879
63,12,move,ideal:1:perovskite:0:position,high:1:al:0:content:2:plane,10.1107/S0108270110013879
75,14,move,ideal:1:perovskite:0:position,high:1:al:0:content,10.1107/S0108270110013879
80,15,move,perovskite:0:position,al:0:content,10.1107/S0108270110013879
37,6,analyse,organic:0:nature,structural:0:characteristic,10.1107/S0108270110024601
37,6,compare,organic:0:nature,structural:0:characteristic,10.1107/S0108270110024601
37,6,analyse,organic:0:nature:1:molecular:0:complex,report:0:dioxide:1:structural:0:characteristic,10.1107/S0108270110024601
37,6,compare,organic:0:nature:1:molecular:0:complex,report:0:dioxide:1:structural:0:characteristic,10.1107/S0108270110024601
64,8,crystallize,middot:0:dpno,dihedral:0:angle,10.1107/S0108270110024601
64,8,crystallize,middot:0:dpno:1:middot,dihedral:0:angle,10.1107/S0108270110024601
81,13,depend,o:0:distance,o:0:atom,10.1107/S0108270110024601
81,13,depend,o:0:distance:1:mdash,o:0:atom,10.1107/S0108270110024601
17,3,involve,pyridyl:0:group,dy:0:coordination,10.1107/S0108270110026892
106,14,involve,pyridyl:0:substituent,ligand:0:nitrate,10.1107/S0108270110026892
17,3,cool,crystallographic:0:structure,room:0:temperature,10.1107/S0108270110049851
24,5,grow,gadolinium:1:ytterbium:0:trifluoride,1:0:time,10.1107/S0108270110049851
24,5,grow,new:2:gadolinium:1:ytterbium:0:trifluoride,1:0:time,10.1107/S0108270110049851
28,3,maintain,mix:0:compound,crystallographic:0:structure,10.1107/S0108270110049851
33,7,attribute,wyckoff:0:position,cationic:0:radius,10.1107/S0108270110049851
42,9,grow,ytterbium:0:trifluoride,czochralski:0:technique,10.1107/S0108270110049851
48,8,give,sulfonate:0:group,crystal:0:structure,10.1107/S0108270110049851
48,8,give,sulfonate:0:group:1:water:0:molecule,crystal:0:structure,10.1107/S0108270110049851
13,2,suggest,chaperone:0:protein:1:homology:0:structural:0:datum,protein:0:fold:1:involvement,10.1107/S0108270111017586
13,2,suggest,chaperone:0:protein:1:homology:0:structural:0:datum,molecular:0:chaperone:2:protein:0:fold:1:involvement,10.1107/S0108270111017586
71,5,comprise,title:0:compound,dinuclear:1:complex:0:molecule,10.1107/S0108270111017586
77,12,suggest,homology:0:structural:0:datum,molecular:0:chaperone,10.1107/S0108270111017586
81,6,comprise,title:0:compound,complex:0:molecule,10.1107/S0108270111017586
20,3,form,asymmetric:0:unit:1:independent:0:molecule,n:1:mdash:0:h,10.1107/S0108270111027491
22,4,form,asymmetric:0:unit,mdash:0:h,10.1107/S0108270111027491
19,4,enclose,two:0:ge:1:atom,tetragonal:0:prism,10.1107/S0108270112031526
19,3,link,thiosulfate:0:anion:1:organic:0:cation,extensive:2:n:1:mdash:0:h,10.1107/S0108270113001327
29,4,link,thiosulfate:0:anion:1:organic:0:cation,n:1:mdash:0:h,10.1107/S0108270113001327
31,5,link,thiosulfate:0:anion,mdash:0:h,10.1107/S0108270113001327
171,9,crystallize,geometrical:0:isomer,racemic:0:mixture,10.1107/S0108270113004551
202,13,crystallize,crystal:1:single:0:enantiomer,racemic:0:mixture,10.1107/S0108270113004551
106,15,contain,asymmetric:0:unit,coordinate:0:aqua:1:ligand,10.1107/S0108270113014765
106,15,contain,asymmetric:0:unit,solvent:0:water:1:molecule:2:coordinate:0:aqua:1:ligand,10.1107/S0108270113014765
142,21,contain,asymmetric:0:unit,solvent:0:water,10.1107/S0108270113014765
14,2,combine,o:0:contact,weak:1:c:0:mdash:2:h,10.1107/S0108270113015229
14,2,combine,o:0:contact,weak:1:c:0:mdash,10.1107/S0108270113015229
14,2,involve,particularly:0:unusual:1:arrangement,dimer:0:formation,10.1107/S0108270113015229
19,3,combine,o:0:contact,c:0:mdash,10.1107/S0108270113015229
27,4,investigate,photoluminescence:0:property,room:0:temperature,10.1107/S0108270113015229
32,5,link,ag:2:ndash:1:bipy:0:chain,intermolecular:2:o:1:mdash:0:h,10.1107/S010827011301559X
47,6,link,ndash:1:bipy:0:chain,o:1:mdash:0:h,10.1107/S010827011301559X
49,7,link,bipy:0:chain,mdash:0:h,10.1107/S010827011301559X
188,21,afford,solvothermal:0:reaction,linear:0:compound,10.1107/S0108270113016168
83,12,coordinate,cdii:0:cation,chloride:0:ligand,10.1107/S0108270113017368
10,1,reflect,proliferation:0:cell:0:survival:1:regulation,akt:0:signal:1:downregulation,10.1107/S0108270113019057
10,1,provide,crystallographic:0:datum,mix:1:ligand:0:specie:2:evidence,10.1107/S0108270113019057
24,4,show,crystal:0:structure,synthesize:0:material:1:majority,10.1107/S0108270113019057
25,5,show,kinetic:0:experiment,strong:0:preference,10.1107/S0108270113019057
25,5,have,kinetic:0:experiment,strong:0:preference,10.1107/S0108270113019057
26,5,be,ruii:0:complex,transfer:0:hydrogenation,10.1107/S0108270113019057
27,4,provide,crystallographic:0:datum,mix:1:ligand:0:specie,10.1107/S0108270113019057
28,3,reflect,proliferation:0:cell:0:survival,akt:0:signal,10.1107/S0108270113019057
33,5,provide,crystallographic:0:datum,ligand:0:specie,10.1107/S0108270113019057
40,7,show,crystal:0:structure,synthesize:0:material,10.1107/S0108270113019057
66,9,be,ruii:0:complex,catalytic:0:transfer:1:hydrogenation:2:polar:0:bond,10.1107/S0108270113019057
72,11,suggest,strong:0:preference,proliferation:0:cell:0:survival,10.1107/S0108270113019057
95,9,belong,trifluoromethanesulfonate:0:dichloromethane,ruii:0:complex,10.1107/S0108270113019057
101,16,show,subsequent:1:kinetic:0:experiment,proliferation:0:cell:0:survival:1:regulation,10.1107/S0108270113019057
101,16,have,subsequent:1:kinetic:0:experiment,proliferation:0:cell:0:survival:1:regulation,10.1107/S0108270113019057
101,16,suggest,subsequent:1:kinetic:0:experiment,proliferation:0:cell:0:survival:1:regulation,10.1107/S0108270113019057
20,4,cover,dispersion:0:comment,original:0:paper,10.1107/S010827019500309X
27,4,follow,reflux:1:catechol:0:germanium:0:dioxide,crude:0:product,10.1107/S0108270195007463
44,7,follow,catechol:0:germanium:0:dioxide,crude:0:product,10.1107/S0108270195007463
65,13,identify,crude:0:product,elemental:0:analysis,10.1107/S0108270195007463
71,9,contain,crystal:0:structure,repeat:0:unit,10.1107/S0108270195010079
71,9,contain,-PRON-:1:crystal:0:structure,repeat:0:unit,10.1107/S0108270195010079
113,15,form,donor:0:molecule,salt:0:solvate,10.1107/S0108270195010079
113,15,form,organic:1:donor:0:molecule,minus:1:salt:0:solvate,10.1107/S0108270195010079
13,2,bisect,trityl:0:propeller:1:axis,phenyl:0:ring:1:angle,10.1107/S0108270195010183
17,3,belong,aring:0:resolution,space:0:group,10.1107/S0108270195010183
29,5,perform,sequence:1:deletion:0:replacement,mammalian:0:cytochrome,10.1107/S0108270195010183
29,5,match,sequence:1:deletion:0:replacement,mammalian:0:cytochrome,10.1107/S0108270195010183
31,5,bisect,trityl:0:propeller,phenyl:0:ring,10.1107/S0108270195010183
59,11,perform,deletion:0:replacement,mammalian:0:cytochrome,10.1107/S0108270195010183
59,11,match,deletion:0:replacement,mammalian:0:cytochrome,10.1107/S0108270195010183
93,17,have,space:0:group,asymmetric:0:unit:1:molecule,10.1107/S0108270195010183
114,21,have,space:0:group,asymmetric:0:unit,10.1107/S0108270195010183
9,2,show,centrosymmetric:0:molecule,considerable:1:angle:0:distortion,10.1107/S0108270195011061
22,3,show,centrosymmetric:0:molecule,angle:0:distortion,10.1107/S0108270195011061
91,18,favour,crystallization:0:protein,contaminant:0:crystallization,10.1107/S0108270195011061
91,18,avoid,crystallization:0:protein,contaminant:0:crystallization,10.1107/S0108270195011061
14,2,prevent,atom:1:additional:0:group,imidazole:0:ring:1:close:0:interaction,10.1107/S0108270195011231
29,6,prevent,additional:0:group,close:0:interaction,10.1107/S0108270195011231
40,7,build,title:0:salt,quinolizidine:0:moiety,10.1107/S0108270195011231
40,7,build,title:0:salt:1:cation,quinolizidine:0:moiety,10.1107/S0108270195011231
23,4,coordinate,pd:0:atom,dimercaptoethylenedicarbonitrilate:0:ligand:1:s:0:atom,10.1107/S0108270196004040
23,4,coordinate,pd:0:atom,bidentate:0:ligand:1:act:2:dimercaptoethylenedicarbonitrilate:0:ligand:1:s:0:atom,10.1107/S0108270196004040
27,5,coordinate,pd:0:atom,s:0:atom,10.1107/S0108270196004040
8,2,lie,anion:0:cation,twofold:0:axis,10.1107/S0108270196005628
10,2,define,n:0:atom,slightly:0:distort:1:octahedron,10.1107/S0108270196005628
10,2,define,n:0:atom,mo:0:atom:2:slightly:0:distort:1:octahedron,10.1107/S0108270196005628
51,7,define,n:0:atom,mo:0:atom,10.1107/S0108270196005628
16,4,be,water:0:molecule,mer:0:arrangement,10.1107/S010827019600577X
19,4,complete,octahedral:0:coordination:1:environment,chloride:0:ion,10.1107/S010827019600577X
19,4,complete,octahedral:0:coordination:1:environment,mer:0:arrangement:1:water:0:molecule:2:chloride:0:ion,10.1107/S010827019600577X
31,5,complete,octahedral:0:coordination,chloride:0:ion,10.1107/S010827019600577X
75,12,show,title:0:compound,metal:0:ion,10.1107/S010827019600577X
75,12,be,title:0:compound,metal:0:ion,10.1107/S010827019600577X
75,12,show,title:0:compound:1:crystal:0:structure,metal:0:ion,10.1107/S010827019600577X
75,12,be,title:0:compound:1:crystal:0:structure,metal:0:ion,10.1107/S010827019600577X
36,4,establish,absolute:0:structure,anomalous:1:dispersion:0:effect,10.1107/S0108270196006002
46,5,establish,absolute:0:structure,dispersion:0:effect,10.1107/S0108270196006002
65,8,consist,title:0:compound,buckle:0:sheet,10.1107/S0108270196006002
65,8,hold,title:0:compound,buckle:0:sheet,10.1107/S0108270196006002
65,8,consist,title:0:compound:1:crystal:0:structure,buckle:0:sheet,10.1107/S0108270196006002
65,8,hold,title:0:compound:1:crystal:0:structure,buckle:0:sheet,10.1107/S0108270196006002
105,6,belong,title:0:compound,new:2:potential:1:antiprotozoal:0:drug,10.1107/S0108270196007135
109,7,belong,title:0:compound,potential:1:antiprotozoal:0:drug,10.1107/S0108270196007135
119,8,belong,title:0:compound,antiprotozoal:0:drug,10.1107/S0108270196007135
14,2,contain,asymmetric:0:unit,porphyrin:0:molecule,10.1107/S0108270196008116
21,4,bring,intensity:0:dislocation,good:0:agreement,10.1107/S0108270196008116
27,3,establish,crystal:0:examination,triclinic:0:unit,10.1107/S0108270196008116
27,3,establish,crystal:0:examination,triclinic:0:unit:1:cell,10.1107/S0108270196008116
27,4,expect,relatively:0:simple:1:assumption,intensity:0:dislocation,10.1107/S0108270196008116
72,7,crystallize,title:0:compound,linear:0:arrangement,10.1107/S0108270196011778
72,7,crystallize,title:0:compound,benzene:0:unit:1:linear:0:arrangement,10.1107/S0108270196011778
29,3,adopt,title:0:compound:1:v:0:atom,distort:1:octahedral:0:structure,10.1107/S0108270197000243
39,4,adopt,title:0:compound,octahedral:0:structure,10.1107/S0108270197000243
26,6,use,model:1:fix:0:conformation,inhibitor:0:structure,10.1107/S0108270197000784
39,9,use,fix:0:conformation,inhibitor:0:structure,10.1107/S0108270197000784
13,2,belong,grow:0:crystal,space:0:group,10.1107/S0108270197007531
58,9,constrain,mirror:0:symmetry,host:0:rest:1:geometry,10.1107/S0108270197009542
58,9,fold,mirror:0:symmetry,host:0:rest:1:geometry,10.1107/S0108270197009542
74,12,constrain,mirror:0:symmetry,host:0:rest,10.1107/S0108270197009542
74,12,fold,mirror:0:symmetry,host:0:rest,10.1107/S0108270197009542
45,8,link,o:0:interaction,crystal:0:structure:1:stabilization,10.1107/S0108270197009682
60,10,found,neighbour:0:molecule,molecular:0:complex,10.1107/S0108270197009682
60,10,found,neighbour:0:molecule:1:pi:0:interaction,molecular:0:complex,10.1107/S0108270197009682
66,11,link,o:0:interaction,crystal:0:structure,10.1107/S0108270197009682
23,3,consist,title:0:compound:1:crystal:0:structure,relatively:0:isolate:1:molecule,10.1107/S0108270197010809
66,8,consist,title:0:compound,intermolecular:0:contact,10.1107/S0108270197010809
86,12,form,title:0:complex,o:0:atom,10.1107/S0108270197011062
21,4,indicate,bond:1:metallic:0:nature,interatomic:0:distance,10.1107/S0108270197011438
21,4,indicate,bond:1:metallic:0:nature,electronic:0:structure:1:calculation:2:interatomic:0:distance,10.1107/S0108270197011438
36,7,indicate,metallic:0:nature,interatomic:0:distance,10.1107/S0108270197011438
118,11,form,pi:0:title,crystalline:0:complex,10.1107/S0108270197011438
28,4,connect,o:0:contact,infinite:0:strand,10.1107/S0108270197012912
28,4,connect,o:0:contact,axis:1:infinite:0:strand,10.1107/S0108270197012912
9,1,form,hydrogen:0:bond,infinite:0:chain,10.1107/S010827019701305X
14,2,provide,structure:0:determination,new:0:insight,10.1107/S010827019701305X
20,4,occupy,pyramid:0:apex,o:0:atom,10.1107/S010827019701305X
20,4,occupy,pyramid:0:apex,coordinate:1:water:0:molecule:2:o:0:atom,10.1107/S010827019701305X
83,9,have,cuii:0:centre,base:0:dianion,10.1107/S010827019701305X
7,2,have,cuii:0:ion,square:2:pyramidal:1:coordination:0:environment,10.1107/S0108270197013061
9,2,form,base:0:complex,binuclear:0:unit,10.1107/S0108270197013061
9,2,form,schiff:1:base:0:complex,binuclear:0:unit,10.1107/S0108270197013061
13,2,join,bifunctional:0:ligand,schiff:1:base:0:complex,10.1107/S0108270197013061
14,3,have,cuii:0:ion,pyramidal:1:coordination:0:environment,10.1107/S0108270197013061
18,4,occupy,pyramid:0:apex,dioxane:1:o:0:atom,10.1107/S0108270197013061
20,3,join,bifunctional:0:ligand,base:0:complex,10.1107/S0108270197013061
24,4,have,cuii:0:ion,coordination:0:environment,10.1107/S0108270197013061
26,5,occupy,pyramid:0:apex,o:0:atom,10.1107/S0108270197013061
23,5,twist,nitrosohydroxylaminato:0:group:1:plane,naphthyl:0:ring:1:plane,10.1107/S0108270197013358
36,8,twist,nitrosohydroxylaminato:0:group,naphthyl:0:ring,10.1107/S0108270197013358
24,3,have,coii:0:ion,octahedral:0:coordination,10.1107/S0108270197013620
24,3,distort,coii:0:ion,octahedral:0:coordination,10.1107/S0108270197013620
68,7,prepare,title:0:compound,coii:0:ion,10.1107/S0108270197013620
26,5,reflect,amine:0:phosphine,pd:0:mdash,10.1107/S0108270197014030
26,5,reflect,amine:0:phosphine:2:great:0:tran:1:influence,pd:0:mdash,10.1107/S0108270197014030
12,2,produce,silver:0:nitrate,centrosymmetric:1:binuclear:0:complex,10.1107/S0108270197014911
28,3,produce,silver:0:nitrate,binuclear:0:complex,10.1107/S0108270197014911
36,8,form,acetyl:0:group:1:plane,essentially:0:planar:1:thiohydantoin:0:ring,10.1107/S0108270197014960
55,10,form,acetyl:0:group,thiohydantoin:0:ring,10.1107/S0108270197014960
10,2,induce,sparteine:0:ligand,pseudotetrahedral:0:environment,10.1107/S0108270197015886
10,2,induce,sparteine:0:ligand:2:bulky:1:fuse:0:ring,pseudotetrahedral:0:environment,10.1107/S0108270197015886
11,2,adopt,alkaloid:0:ring,chair:0:conformation,10.1107/S0108270197015886
32,5,displace,individual:0:atom,coordination:0:plane,10.1107/S0108270197016752
10,1,contain,unit:0:cell,water:0:molecule:1:cytidine:0:analogue,10.1107/S010827019800016X
42,6,contain,unit:0:cell,water:0:molecule,10.1107/S010827019800016X
21,2,contain,title:0:compound,dimethylaminophenyl:1:ring:0:system:2:acridine:0:moiety,10.1107/S0108270198001401
24,3,contain,title:0:compound,acridine:0:moiety,10.1107/S0108270198001401
12,3,form,threefold:0:axis,infinite:0:channel,10.1107/S0108270198001826
17,3,twist,nitro:0:group,benzene:0:ring:1:coplanarity,10.1107/S0108270198001826
38,6,twist,nitro:0:group,benzene:0:ring,10.1107/S0108270198001826
6,1,form,hydroxyl:0:group,hydrogen:0:bond,10.1107/S0108270198002121
30,4,crystallize,ethylene:0:glycolate,orthorhombic:0:system,10.1107/S0108270198002121
30,4,crystallize,monolithium:1:ethylene:0:glycolate,orthorhombic:0:system,10.1107/S0108270198002121
43,7,solve,-PRON-:0:structure,final:0:r,10.1107/S0108270198002121
22,4,remove,start:0:material,1:0:area,10.1107/S0108270198006763
22,4,remove,start:0:material,si:0:atom:1:coordination:2:ï»¿1:0:area,10.1107/S0108270198006763
56,10,remove,start:0:material,si:0:atom,10.1107/S0108270198006763
18,4,form,zigzag:0:chain,hydrogen:0:bond,10.1107/S0108270198099314
44,6,reveal,solid:2:state:1:high:0:resolution,nonprotonat:0:protonated:1:n:0:atom:2:separate:0:signal,10.1107/S0108270198099314
48,7,reveal,high:0:resolution,separate:0:signal,10.1107/S0108270198099314
48,7,reveal,state:1:high:0:resolution,separate:0:signal,10.1107/S0108270198099314
51,8,redetermine,title:0:compound,space:0:group,10.1107/S0108270198099314
51,8,confirm,title:0:compound,space:0:group,10.1107/S0108270198099314
51,8,redetermine,title:0:compound:1:crystal:0:structure,space:0:group,10.1107/S0108270198099314
51,8,confirm,title:0:compound:1:crystal:0:structure,space:0:group,10.1107/S0108270198099314
14,3,belong,title:0:compound,dimeric:0:cluster:1:family,10.1107/S0108270198099326
24,5,belong,title:0:compound,dimeric:0:cluster,10.1107/S0108270198099326
8,2,form,phenyl:0:coumarin:1:ring,dihedral:0:angle,10.1107/S010827019809982X
8,2,form,phenyl:0:coumarin:1:ring:2:plane,dihedral:0:angle,10.1107/S010827019809982X
14,3,form,phenyl:0:coumarin,dihedral:0:angle,10.1107/S010827019809982X
15,3,give,numerical:0:estimate,typical:0:case,10.1107/S010827019809982X
18,3,stabilize,crystal:0:structure,o:1:mdash:0:h,10.1107/S010827019809982X
20,4,stabilize,crystal:0:structure,mdash:0:h,10.1107/S010827019809982X
17,3,involve,phosphinate:0:o:1:atom,hydrogen:0:bond,10.1107/S0108270199015607
20,3,disorder,triazine:0:molecule,crystal:0:conformation,10.1107/S0108270199015607
20,3,disorder,one:1:triazine:0:molecule,crystal:0:conformation,10.1107/S0108270199015607
36,5,contain,title:0:compound,independent:0:complex,10.1107/S0108270199015607
41,7,involve,crystal:0:structure,hydrogen:0:bond,10.1107/S0108270199015607
72,7,consist,asymmetric:0:unit:1:independent:0:complex,solvent:0:molecule:1:dimethylformamide,10.1107/S0108270199015607
94,9,consist,asymmetric:0:unit,solvent:0:molecule,10.1107/S0108270199015607
102,21,be,triazine:0:ring:1:plane,partially:0:occupy:1:molecule,10.1107/S0108270199015607
16,3,involve,sulfonamide:0:group,n:1:mdash:0:h,10.1107/S0108270199016923
18,4,involve,sulfonamide:0:group,mdash:0:h,10.1107/S0108270199016923
49,7,be,metal:0:atom,tptz:0:ligand,10.1107/S0108270199016923
11,2,edge,absorption:0:energy,present:0:value,10.1107/S0108767300008734
11,2,edge,absorption:0:energy:1:low:0:energy,present:0:value,10.1107/S0108767300008734
25,5,be,present:0:value,relativistic:0:hfs:1:base:2:theoretical:0:value,10.1107/S0108767300008734
37,6,obtain,solid:0:state,independent:1:vibrational:0:datum,10.1107/S0108767300008734
49,7,obtain,solid:0:state,vibrational:0:datum,10.1107/S0108767300008734
53,9,take,anharmonic:0:effect,temperature:0:dependence,10.1107/S0108767300008734
84,13,be,present:0:value,fock:0:ndash,10.1107/S0108767300008734
