word,sense_number,synset_id,,tag_count,w_num
draw,26,201319468,,0,3
draw,1,201406785,,13,2
draw,25,201463020,,0,4
draw,24,201496566,,0,7
draw,3,201539039,,10,2
draw,15,201596619,,2,1
draw,19,201596780,,1,1
draw,6,201642108,,7,1
draw,18,201642630,,1,1
draw,10,201709476,,5,1
draw,7,201800479,,6,1
draw,5,201937125,,9,1
draw,12,202028804,,4,1
draw,17,202038124,,1,1
draw,2,202227099,,10,2
draw,13,202244406,,3,2
draw,23,202409277,,0,1
draw,22,202550590,,0,1
draw,21,202661876,,0,1
drawl,1,200948036,,1,1
dread,1,201728507,,4,2
dream,1,201591293,,15,1
dream,2,202057024,,11,1
dredge,3,201206821,,0,1
dredge,2,201206997,,0,1
dredge,1,201223702,,0,1
drench,4,200208807,,0,1
drench,3,200484744,,0,2
drench,2,201133605,,0,1
drench,1,202689461,,0,2
dress,16,200037596,,0,1
dress,5,200042209,,2,4
dress,4,200043305,,2,1
dress,15,200044121,,0,1
dress,1,200045016,,15,1
dress,2,200046409,,8,1
dress,14,200080332,,0,1
dress,13,200497960,,0,1
dress,6,200528147,,1,1
dress,12,201224742,,0,1
dress,3,201228123,,2,1
dress,11,201281815,,0,6
dress,10,201324197,,0,1
dress,9,201424952,,0,1
dress,8,201631342,,0,3
dress,7,201978467,,0,1
dribble,4,200100199,,0,6
dribble,3,201368245,,0,1
dribble,2,201567526,,0,1
dribble,1,202012273,,2,2
drift,10,200555827,,0,1
drift,9,200556939,,0,1
drift,8,201533245,,0,1
drift,7,201820763,,0,1
drift,3,201827001,,3,11
drift,1,201847240,,6,2
drift,6,201847675,,0,1
drift,2,201869733,,3,3
drift,5,202539472,,0,2
drift,4,202583297,,0,1
drill,2,200584282,,5,1
drill,5,200584395,,0,1
drill,3,200586278,,1,1
drill,4,200586520,,0,1
drill,1,201401874,,22,2
drink,4,200712793,,1,2
drink,1,201134068,,32,1
drink,2,201135199,,10,1
drink,5,201136175,,0,1
drink,3,201139349,,1,2
drip,2,201567526,,0,2
drip,1,202012541,,11,1
drip-dry,1,200211847,,0,1
drive,11,200993955,,1,1
drive,22,201107227,,0,1
drive,21,201107373,,0,1
drive,20,201145622,,0,1
drive,19,201271913,,0,1
drive,18,201367184,,0,1
drive,17,201367390,,0,1
drive,6,201463905,,5,2
drive,9,201467315,,2,1
drive,8,201469918,,2,1
drive,4,201474193,,13,2
drive,7,201599490,,4,1
drive,2,201874269,,24,1
drive,16,201874634,,0,1
drive,1,201875026,,56,1
drive,15,201882930,,0,1
drive,3,201998533,,14,1
drive,14,201999218,,0,1
drive,10,202334288,,1,5
drive,13,202335653,,0,1
drive,5,202430475,,6,1
drive,12,202662001,,0,1
drivel,1,200100199,,0,1
drizzle,2,201336013,,0,1
drizzle,1,202675574,,0,1
drone,2,200913705,,0,1
drone,1,202125743,,0,1
drool,2,200100199,,0,2
drool,1,201774289,,0,2
droop,3,200456530,,0,2
droop,1,201927589,,1,2
droop,2,202637771,,0,1
drop,20,200055806,,0,1
drop,19,200089731,,0,3
drop,7,200351927,,5,1
drop,12,200381601,,1,2
drop,3,200420315,,12,1
drop,18,200533906,,0,1
drop,17,200595023,,0,4
drop,6,200910445,,6,1
drop,10,201064957,,2,1
drop,9,201220231,,2,2
drop,8,201447308,,3,1
drop,16,201471089,,0,8
drop,15,201567526,,0,3
drop,2,201918961,,21,1
drop,1,201919767,,39,1
drop,4,201927988,,7,2
drop,11,202201591,,1,3
drop,5,202331617,,6,1
drop,14,202391928,,0,4
drop,13,202637542,,0,3
dropforge,1,201627620,,0,1
dropkick,2,201331846,,0,1
dropkick,1,201331997,,0,1
drop-kick,2,201077891,,0,1
drop-kick,1,201330674,,0,1
drown,3,200349077,,2,1
drown,2,200459245,,2,1
drown,4,200465735,,1,1
drown,1,201299761,,3,2
drowse,1,200014990,,1,2
drowse,2,200016067,,0,1
drub,1,201372349,,0,3
drudge,1,202346717,,0,7
drug,1,200082302,,1,1
drug,2,201164162,,0,1
drum,3,200585968,,0,3
drum,2,201683391,,1,1
drum,1,202112435,,1,1
dry,1,200211006,,12,1
dry,2,200211934,,11,1
drydock,1,201266921,,0,2
dry-dock,1,201266921,,0,1
dry-nurse,1,201150677,,0,1
dry-rot,1,200203619,,0,1
dub,2,200928768,,1,1
dub,1,200995403,,2,1
dub,3,202327441,,0,2
duck,4,200783535,,0,10
duck,1,201811284,,10,1
duck,2,201910279,,3,1
duck,3,201918341,,0,3
duel,1,201086938,,0,1
dulcify,1,202132558,,0,2
dulcorate,1,202132558,,0,4
dull,7,200379754,,0,1
dull,2,200380053,,1,1
dull,6,200523891,,0,2
dull,1,201208636,,1,1
dull,5,201208759,,0,1
dull,4,202054134,,0,4
dull,3,202128630,,0,3
dumbfound,1,200602261,,0,16
dummy,1,201577879,,0,1
dump,6,201371783,,0,3
dump,5,201919200,,0,2
dump,4,201919665,,0,1
dump,2,202160581,,1,1
dump,1,202160840,,12,1
dump,3,202283254,,0,1
dun,4,200302293,,0,1
dun,3,200514219,,0,1
dun,2,200817629,,0,1
dun,1,201750702,,0,5
dung,2,200072245,,0,1
dung,1,200489168,,0,1
dunk,3,201155984,,0,1
dunk,1,201533559,,1,1
dunk,2,201553941,,0,1
dupe,1,200827192,,1,2
duplicate,4,200237930,,0,2
duplicate,1,201685362,,3,1
duplicate,3,201686140,,0,1
duplicate,2,202580198,,0,2
dust,1,201206656,,3,1
dust,2,201214346,,1,1
dust,4,201336176,,0,4
dust,3,201568652,,0,1
dwarf,2,202378873,,0,1
dwarf,1,202615106,,3,3
dwell,1,200680931,,4,2
dwell,4,200927573,,0,2
dwell,3,202571132,,3,1
dwell,2,202574255,,3,1
dwindle,1,200258801,,9,1
dye,1,200274174,,1,1
dyke,1,201544443,,0,2
dynamise,2,200536470,,0,2
dynamise,1,200536592,,0,2
dynamite,1,200297698,,1,1
dynamize,2,200536470,,0,1
dynamize,1,200536592,,0,1
eagle,1,201078185,,0,1
earmark,1,200700205,,0,3
earn,1,202223264,,19,5
earn,2,202224165,,15,1
earth,2,201254247,,0,1
earth,1,202085079,,0,1
ease,2,200079944,,4,2
ease,3,200504854,,3,2
ease,4,201762368,,1,4
ease,1,201780828,,4,1
eat,6,200265364,,1,2
eat,4,201121801,,11,4
eat,2,201130349,,146,1
eat,1,201132466,,479,1
eat,3,201143746,,37,2
eat,5,201715323,,6,1
eavesdrop,1,202127015,,0,2
ebb,3,200555344,,0,1
ebb,2,201092575,,0,1
ebb,1,201848391,,1,1
ebonise,1,200277329,,0,2
ebonize,1,200277329,,0,1
echo,1,200925921,,5,2
echo,2,202121142,,2,2
echo,3,202594755,,0,1
eclipse,2,202096422,,1,1
eclipse,1,202624480,,1,2
eclipse,3,202680441,,0,1
economise,2,202203610,,0,4
economise,1,202289586,,0,3
economize,1,202203610,,4,3
economize,2,202289586,,0,2
eddy,1,201989360,,1,1
edge,4,201209158,,0,1
edge,3,201425369,,0,3
edge,1,202013900,,3,1
edge,2,202293900,,0,2
edify,1,200959100,,1,2
edit,1,200193402,,1,1
edit,4,200193870,,0,1
edit,3,200194675,,0,1
edit,2,200936249,,0,1
editorialise,1,200994859,,0,2
editorialize,1,200994859,,0,1
educate,2,200583635,,3,4
educate,1,202315989,,7,1
educate,3,202316888,,1,1
educe,2,200243263,,0,2
educe,1,201584327,,0,1
edulcorate,1,202132558,,0,3
eff,1,201385612,,0,17
efface,1,200301502,,2,2
efface,3,201505928,,0,4
efface,2,201748509,,0,1
effect,1,201596269,,17,1
effect,2,202485070,,3,1
effectuate,1,201596269,,2,2
effeminize,1,200550811,,0,3
effervesce,1,200505670,,0,4
effloresce,3,200246858,,0,1
effloresce,1,200285462,,1,1
effloresce,2,200431009,,0,4
effuse,3,200282242,,0,1
effuse,2,200531383,,0,2
effuse,1,202011205,,0,1
egest,1,200070835,,0,2
egg,2,201223420,,0,1
egg,1,201465980,,0,1
egotrip,1,202301371,,0,1
egress,1,200515094,,0,6
ejaculate,2,200053181,,0,1
ejaculate,1,200949804,,4,5
eject,2,200102093,,1,3
eject,4,201335568,,0,4
eject,1,201426914,,2,2
eject,3,202017984,,0,1
elaborate,4,200243111,,0,1
elaborate,3,200388769,,0,4
elaborate,1,200923861,,7,1
elaborate,2,201579319,,0,1
elapse,1,202014248,,5,1
elate,1,201759172,,1,1
elbow,2,201201704,,0,1
elbow,1,201819830,,1,1
elect,2,200654195,,3,1
elect,1,202328789,,21,1
electioneer,1,202341504,,0,1
electrify,3,200492160,,0,1
electrify,2,200492398,,0,1
electrify,1,201777458,,0,1
electrocute,2,202410665,,0,1
electrocute,1,202410843,,0,1
electroplate,1,201355330,,0,1
elegise,1,201654584,,0,2
elegize,1,201654584,,0,1
elevate,3,200529852,,2,3
elevate,2,201916187,,2,3
elevate,1,202325893,,3,6
elicit,3,200704702,,0,1
elicit,2,201584327,,2,3
elicit,1,201708538,,6,2
elide,1,200595409,,0,1
eliminate,5,200070835,,1,3
eliminate,3,200457540,,2,1
eliminate,1,200458531,,40,1
eliminate,7,200559980,,0,1
eliminate,4,200662470,,1,2
eliminate,6,201067698,,0,1
eliminate,2,202551014,,13,3
elocute,1,200743761,,0,1
elongate,1,200308836,,1,1
elope,1,202015480,,0,1
elucidate,2,200600953,,0,12
elucidate,1,200908946,,1,3
elude,3,200783535,,0,7
elude,1,202015671,,2,1
elude,2,202643175,,1,1
elute,1,201232379,,2,1
emaciate,2,200377338,,0,1
emaciate,1,200377506,,0,2
email,1,200999151,,0,2
e-mail,1,200999151,,0,1
emanate,2,200004487,,0,3
emanate,1,200531495,,1,1
emancipate,2,202421944,,1,2
emancipate,1,202422828,,1,1
emasculate,2,200058807,,0,1
emasculate,1,200527415,,1,1
embalm,1,202162606,,0,1
embank,1,202631957,,0,1
embargo,2,202379017,,0,1
embargo,1,202419338,,0,1
embark,2,200337089,,1,1
embark,1,201921528,,1,1
embark,3,202302492,,0,2
embarrass,1,201740167,,1,1
embarrass,2,202481538,,0,7
embed,1,201486477,,2,3
embellish,4,200284091,,0,2
embellish,1,200924647,,1,4
embellish,3,201627899,,0,5
embellish,2,202668163,,0,5
embezzle,1,202226486,,2,1
embitter,1,201722199,,1,1
emblazon,2,201636080,,0,1
emblazon,1,201648215,,0,3
embody,2,202616526,,3,1
embody,1,202617244,,3,3
embody,3,202660121,,1,1
embolden,1,201765067,,1,4
emboss,1,201488922,,1,1
embower,1,201349854,,0,1
embrace,3,200582177,,1,2
embrace,2,201383729,,3,1
embrace,1,202551533,,5,1
embrangle,1,200390717,,0,3
embrocate,1,200083190,,0,5
embroider,2,200924647,,0,1
embroider,1,201619864,,2,1
embroil,1,202597040,,1,1
embrown,2,200276789,,0,1
embrown,1,200302108,,0,1
emcee,1,202515599,,0,1
emend,1,200200553,,0,1
emerge,1,200411802,,36,1
emerge,3,200414398,,5,1
emerge,2,200515094,,9,2
emerge,4,201932751,,3,1
emerge,5,202546837,,0,2
emigrate,1,200404020,,2,1
emit,1,200102482,,3,1
emit,3,200951670,,0,2
emit,2,202685205,,1,1
emote,1,201721488,,0,1
empale,1,201403125,,0,3
empanel,2,200605858,,0,1
empanel,1,202398593,,0,1
empathise,1,200575111,,0,4
empathize,1,200575111,,0,3
emphasise,2,200980547,,0,3
emphasise,1,200981788,,0,4
emphasize,1,200980547,,30,2
emphasize,2,200981788,,1,3
emplace,2,201454220,,0,1
emplace,1,201454433,,0,1
emplane,1,201960392,,0,1
employ,1,201123102,,44,5
employ,2,202336730,,14,3
empower,1,202399871,,1,1
empower,2,202400129,,0,4
empty,5,200071171,,0,3
empty,2,200435702,,3,1
empty,1,200436730,,4,1
empty,4,201446156,,1,1
empty,3,202017679,,2,2
empurple,1,200276172,,0,2
emulate,3,201087395,,0,1
emulate,2,202594567,,0,1
emulate,1,202594998,,2,1
emulsify,2,200487183,,0,1
emulsify,1,200487379,,0,1
enable,1,200499201,,44,1
enact,2,201673407,,4,1
enact,1,202354765,,13,2
enamel,1,201633624,,1,1
enamor,1,201754132,,0,6
enamour,1,201754132,,0,2
encamp,1,202574843,,2,2
encapsulate,2,200236316,,0,1
encapsulate,1,201544609,,0,1
encase,1,201444327,,1,1
enchain,1,201250198,,0,1
enchant,3,200751320,,0,5
enchant,2,201754132,,0,13
enchant,1,201764443,,2,1
encipher,1,200961643,,1,3
encircle,3,201263876,,0,2
encircle,2,201480438,,0,1
encircle,1,202626954,,0,3
enclose,4,200181348,,0,2
enclose,1,201536721,,3,5
enclose,3,201543739,,1,1
enclose,2,202631709,,2,1
enclothe,1,200046409,,0,3
encode,1,200961643,,0,1
encompass,1,202551533,,4,2
encore,1,200729541,,0,1
encounter,5,201045027,,1,2
encounter,1,201965169,,18,3
encounter,2,202183569,,8,5
encounter,3,202650036,,4,2
encounter,4,202659285,,1,2
encourage,3,200745832,,1,1
encourage,2,201765364,,12,1
encourage,1,202479351,,53,5
encrimson,1,200520746,,0,1
encroach,1,201935302,,1,1
encroach,2,202493735,,0,2
encrust,3,200246665,,0,1
encrust,1,201223557,,1,1
encrust,2,201475122,,0,1
encrypt,1,200961643,,0,6
encumber,1,201262073,,0,2
end,2,200341640,,29,1
end,4,201575077,,0,1
end,1,202531897,,53,1
end,3,202655345,,10,1
endanger,2,201002857,,2,4
endanger,1,202615921,,3,1
endear,1,201754797,,3,1
endeavor,1,202455962,,4,1
endeavour,1,202455962,,0,2
endorse,4,200965401,,0,1
endorse,3,202374341,,1,2
endorse,1,202379968,,7,2
endorse,2,202481156,,1,3
endow,2,202137867,,1,1
endow,1,202400129,,3,1
endue,1,202400129,,0,6
endure,1,200645847,,6,2
endure,4,202048104,,2,2
endure,3,202540283,,4,6
endure,7,202568923,,0,5
endure,6,202623605,,0,2
endure,5,202623798,,0,3
endure,2,202626276,,4,2
energise,2,200022265,,0,5
energise,1,200543679,,0,3
energize,1,200022265,,1,4
energize,2,200543679,,0,2
enervate,1,200377938,,1,1
enervate,2,201732150,,0,3
enfeeble,1,200377738,,0,1
enfeoff,1,202295671,,0,1
enfilade,1,202607758,,0,1
enfold,1,201536721,,0,2
enforce,1,202484485,,17,1
enforce,2,202484727,,8,1
enfranchise,2,202402864,,0,1
enfranchise,1,202402988,,0,2
engage,6,200212646,,1,1
engage,2,200580741,,9,3
engage,5,200857187,,1,2
engage,10,201468558,,0,1
engage,9,202145020,,0,5
engage,8,202175275,,0,1
engage,1,202304269,,31,2
engage,7,202305058,,0,1
engage,4,202329392,,1,1
engage,3,202336730,,2,2
engender,2,200052817,,0,3
engender,1,201602159,,6,1
engild,1,201635002,,0,3
engineer,2,200686633,,0,2
engineer,1,200688160,,0,1
englut,1,201156771,,0,5
engorge,1,201156771,,0,7
engraft,2,201486477,,0,2
engraft,1,201488335,,0,2
engrave,1,201282708,,1,1
engrave,4,201282968,,0,1
engrave,3,201700666,,0,1
engrave,2,201717590,,0,1
engross,2,200580741,,0,2
engross,1,200581400,,1,5
engulf,1,200581400,,3,3
engulf,2,201537610,,2,1
enhance,1,200222014,,5,1
enhance,2,200222424,,4,1
enjoin,2,200722209,,1,3
enjoin,1,200771047,,2,1
enjoy,5,201154667,,6,2
enjoy,2,201156182,,15,1
enjoy,1,201767431,,52,1
enjoy,3,201775396,,10,2
enjoy,4,202049690,,9,1
enkindle,2,201708538,,0,3
enkindle,1,202679363,,0,2
enlace,1,201475424,,0,4
enlarge,1,200148978,,8,1
enlarge,3,200151998,,2,1
enlarge,2,200232413,,2,2
enlarge,4,200923861,,1,5
enlighten,3,200600953,,0,10
enlighten,2,200896500,,0,1
enlighten,1,200959100,,0,1
enlist,1,201062159,,7,1
enlist,3,201062467,,1,1
enlist,2,202175275,,6,2
enliven,2,200186189,,1,1
enliven,1,201760213,,1,4
enmesh,1,201421763,,2,1
ennoble,2,202326719,,0,1
ennoble,1,202471576,,0,1
enounce,1,200946463,,0,3
enplane,1,201960392,,0,2
enquire,3,200705236,,0,3
enquire,1,200758605,,1,3
enquire,2,200760225,,0,3
enrage,1,201743656,,1,1
enrapture,1,201764443,,0,2
enrich,1,200165118,,7,1
enrich,2,202251495,,0,1
enrobe,2,200043572,,0,1
enrobe,1,201295696,,0,1
enrol,1,202397243,,3,4
enroll,1,202397243,,6,1
ensconce,1,201451389,,1,1
enshrine,1,201440958,,1,1
enshrine,2,201724921,,0,1
enshroud,1,201538594,,0,2
ensile,1,202217200,,0,1
ensky,1,200833007,,0,1
enslave,1,202422124,,0,1
ensnare,2,201438788,,0,4
ensnare,1,202501237,,0,1
ensnarl,1,201421763,,0,3
ensue,1,202555744,,7,2
ensure,2,200640608,,2,5
ensure,1,200861160,,6,2
entail,3,202295534,,0,2
entail,2,202556269,,3,1
entail,1,202556650,,7,1
entangle,2,201421351,,0,1
entangle,1,202597530,,0,1
enter,9,200337089,,0,2
enter,5,200967710,,7,2
enter,2,201048124,,24,1
enter,7,201380907,,1,3
enter,6,201671620,,2,1
enter,1,201958650,,89,1
enter,8,202310255,,0,2
enter,3,202397243,,17,3
enter,4,202642168,,8,2
entertain,2,200688325,,1,1
entertain,3,201721794,,0,4
entertain,1,202417870,,24,1
enthral,1,201764443,,0,6
enthrall,1,201764443,,1,4
enthrone,1,202314917,,1,3
enthrone,2,202319598,,0,1
enthuse,2,200886613,,0,1
enthuse,1,201776852,,0,1
entice,1,200756826,,1,1
entitle,2,200996229,,6,1
entitle,3,202326719,,0,3
entitle,1,202373918,,17,1
entomb,1,202382555,,1,2
entrain,1,201921690,,0,1
entrance,2,200020550,,0,1
entrance,1,201754132,,0,12
entrap,2,201438788,,0,2
entrap,1,202501237,,0,2
entreat,1,200734730,,0,3
entrench,1,201488682,,1,1
entrench,3,201488781,,0,1
entrench,2,202493735,,0,3
entrust,1,202281584,,3,1
entrust,2,202288606,,0,1
entwine,2,201475424,,0,3
entwine,1,201624092,,0,2
enucleate,2,200169993,,0,1
enucleate,1,200170290,,0,1
enumerate,1,200914968,,1,1
enumerate,2,200916888,,0,3
enunciate,2,200946301,,1,2
enunciate,1,200946463,,1,5
envelop,1,201536721,,3,1
envenom,2,200518308,,0,2
envenom,1,201722199,,0,2
environ,1,202626954,,1,2
envisage,1,201590121,,2,4
envision,1,201589157,,4,3
envision,2,201589945,,3,1
envy,2,201773928,,0,1
envy,1,201774483,,9,1
enwrap,1,201536721,,0,3
epilate,1,200036279,,0,1
epitomise,1,202617942,,0,3
epitomize,1,202617942,,5,2
epoxy,1,201293089,,0,1
equal,3,200404886,,0,1
equal,1,202584716,,16,1
equal,2,202591609,,1,1
equalise,2,200404886,,0,4
equalise,1,201080373,,0,2
equalize,2,200404886,,0,3
equalize,1,201080373,,0,1
equate,3,200404886,,0,5
equate,1,200631790,,8,3
equate,2,202555031,,1,1
equilibrate,1,200131750,,3,1
equilibrate,2,202592539,,0,2
equilibrise,1,202592539,,0,4
equilibrize,1,202592539,,0,3
equip,2,200499501,,1,1
equip,1,202271939,,11,1
equivocate,1,200808272,,0,2
eradicate,1,200457540,,2,4
eradicate,2,201614876,,0,2
erase,1,200466066,,5,1
erase,3,200967367,,0,1
erase,2,201505928,,0,1
erect,1,201614001,,17,2
erect,2,201924931,,0,2
erode,2,200265787,,1,1
erode,1,200266298,,1,1
err,1,200597451,,3,1
err,2,201869733,,1,2
erreminise,1,200550811,,0,4
eruct,2,200003374,,0,4
eruct,1,200074772,,0,3
erupt,5,200297847,,1,1
erupt,2,200298064,,2,1
erupt,8,200299349,,0,1
erupt,1,200334356,,6,1
erupt,7,200410730,,0,1
erupt,4,200533541,,1,1
erupt,6,201733664,,0,3
erupt,3,202678685,,1,1
escalade,1,201866611,,0,1
escalate,1,200281258,,0,1
escape,5,200515914,,2,1
escape,2,200784261,,8,2
escape,3,200784433,,7,5
escape,1,202015953,,22,1
escape,7,202016325,,0,10
escape,6,202522208,,0,1
escape,4,202643175,,2,2
eschew,1,200785857,,2,2
escort,1,201967873,,7,1
escort,2,201968130,,0,2
espouse,3,200582177,,0,1
espouse,1,202279267,,3,3
espouse,2,202414542,,0,7
espy,1,202092284,,0,3
essay,1,202454930,,1,4
essay,2,202456388,,0,6
establish,7,200616670,,2,1
establish,3,200642734,,24,3
establish,4,200643404,,15,2
establish,6,201526653,,2,4
establish,2,201600394,,28,1
establish,5,201600837,,7,1
establish,8,201608367,,1,2
establish,1,202353970,,50,1
esteem,2,200666866,,0,6
esteem,1,200670967,,1,2
esterify,1,200492583,,0,1
estimate,1,200650033,,34,1
estimate,2,200688745,,9,2
estivate,1,200015870,,0,1
estrange,2,201770621,,0,1
estrange,1,202520423,,0,1
etch,1,201701296,,1,1
eternalise,1,200537870,,0,6
eternalize,1,200537870,,0,5
eternise,1,200537870,,0,4
eternize,2,200537870,,0,3
eternize,1,202569796,,0,1
etherealize,1,200532998,,0,1
etherialise,1,200532998,,0,2
etherify,1,200492735,,0,1
etherise,1,200021147,,0,2
etherize,1,200021147,,0,1
etiolate,3,200100966,,0,1
etiolate,2,200129086,,0,1
etiolate,1,200218118,,0,1
etymologise,2,200614140,,0,2
etymologise,1,201036522,,0,2
etymologize,2,200614140,,0,1
etymologize,1,201036522,,0,1
eulogise,1,200851337,,0,2
eulogize,1,200851337,,2,1
euphemise,1,200902389,,0,2
euphemize,1,200902389,,0,1
Europeanise,2,200397683,,0,2
Europeanise,1,200397869,,0,2
Europeanize,1,200397683,,1,1
Europeanize,2,200397869,,0,1
evacuate,5,200071171,,0,1
evacuate,2,200436317,,1,1
evacuate,4,200436589,,0,1
evacuate,1,201802797,,1,1
evacuate,3,201956152,,0,1
evade,1,200783535,,3,3
evade,4,200784743,,0,1
evade,2,202015671,,1,2
evade,3,202299039,,0,1
evaluate,1,200658664,,19,2
evanesce,1,200409558,,0,1
evangelise,2,200374768,,0,2
evangelise,1,200801101,,0,2
evangelize,2,200374768,,0,1
evangelize,1,200801101,,0,1
evaporate,1,200355628,,2,1
evaporate,3,200560139,,0,1
evaporate,2,200560371,,0,1
even,3,200404590,,0,1
even,2,200404765,,0,1
even,1,201268109,,0,4
eventuate,1,202533136,,1,1
evert,1,202030342,,0,1
evict,2,201426396,,0,1
evict,1,201426665,,0,1
evidence,1,200794126,,10,5
evidence,3,200922807,,1,2
evidence,2,200982423,,3,4
evince,1,200912790,,0,3
eviscerate,4,200160759,,0,1
eviscerate,3,200190778,,0,2
eviscerate,2,200437206,,0,1
eviscerate,1,201216984,,0,2
evoke,5,200899875,,0,2
evoke,4,201583752,,0,5
evoke,3,201584327,,0,2
evoke,2,201600056,,3,2
evoke,1,201708538,,10,5
evolve,2,200242712,,3,1
evolve,3,200530860,,1,3
evolve,1,201689428,,4,1
exacerbate,1,200200852,,2,3
exacerbate,2,201768030,,0,1
exact,2,200731256,,0,3
exact,1,200984897,,1,2
exaggerate,1,200812495,,14,2
exaggerate,2,202492925,,2,2
exalt,4,200530239,,0,1
exalt,1,200832481,,2,3
exalt,2,201759760,,1,4
exalt,3,201760213,,0,5
examine,1,200623929,,20,4
examine,4,200761025,,2,1
examine,3,200762719,,7,2
examine,2,202069480,,11,1
examine,5,202456388,,1,5
exasperate,3,200200852,,0,4
exasperate,2,201735048,,0,2
exasperate,1,201768030,,1,2
excavate,4,201271609,,0,1
excavate,3,201272327,,0,1
excavate,2,201274872,,0,1
excavate,1,202081610,,0,1
exceed,3,201070498,,4,5
exceed,2,202588847,,8,1
exceed,1,202589158,,21,1
excel,1,202593369,,2,1
except,2,200595585,,1,2
except,1,200781822,,1,2
excerpt,1,200654334,,0,1
exchange,3,200135665,,1,3
exchange,2,200155250,,4,2
exchange,5,200155994,,0,3
exchange,1,202192193,,10,1
exchange,4,202321894,,0,1
excise,3,200459584,,0,1
excise,1,201506630,,1,3
excise,2,202240991,,0,1
excite,2,200489709,,4,2
excite,8,200543540,,0,1
excite,3,200543679,,2,1
excite,7,201710864,,0,4
excite,6,201711441,,0,3
excite,5,201711686,,0,6
excite,1,201721624,,8,1
excite,4,202054979,,0,2
exclaim,1,200882017,,8,1
exclaim,2,200945285,,5,2
exclude,1,200595585,,17,1
exclude,4,200770814,,2,3
exclude,5,201426914,,0,4
exclude,2,202375870,,7,1
exclude,3,202555193,,3,1
excogitate,2,200610468,,0,5
excogitate,1,201586189,,0,4
excommunicate,1,200997108,,2,1
excommunicate,2,202330059,,0,1
excoriate,1,200835774,,1,5
excoriate,2,201215935,,0,2
excrete,1,200070835,,0,1
excruciate,2,200069024,,0,2
excruciate,1,201750388,,0,3
exculpate,1,200874318,,0,6
excuse,6,200863737,,0,1
excuse,3,200864005,,2,1
excuse,2,200864448,,2,1
excuse,5,200864791,,0,1
excuse,4,200865308,,1,3
excuse,1,200876088,,2,1
execrate,2,200836424,,0,1
execrate,1,201723090,,0,4
execute,7,200965266,,0,1
execute,3,201594283,,1,3
execute,6,201663763,,0,2
execute,1,202408980,,2,1
execute,2,202409921,,1,1
execute,5,202487542,,0,2
execute,4,202488057,,0,1
exemplify,2,200988181,,2,1
exemplify,1,202643640,,2,1
exempt,2,200864448,,0,4
exempt,1,202488325,,1,1
exenterate,1,200170152,,0,1
exercise,4,200096978,,3,1
exercise,3,200097808,,3,1
exercise,5,200586278,,0,2
exercise,1,201130091,,14,2
exercise,2,202492598,,11,3
exert,1,201130091,,28,1
exert,2,202141120,,7,2
exert,3,202301021,,1,1
exfoliate,5,200224574,,0,1
exfoliate,4,201222088,,0,1
exfoliate,3,201225283,,0,1
exfoliate,2,201471497,,0,1
exfoliate,1,201536504,,0,1
exhale,1,200004127,,2,1
exhale,2,200004487,,0,1
exhaust,1,200073208,,4,1
exhaust,5,200436589,,0,2
exhaust,4,200438039,,0,1
exhaust,2,201121801,,3,6
exhaust,3,202214872,,1,2
exhibit,4,201868751,,0,2
exhibit,2,202078062,,12,2
exhibit,3,202086859,,4,3
exhibit,1,202553369,,13,1
exhilarate,1,201759760,,0,1
exhort,2,200740405,,0,4
exhort,1,200830808,,0,6
exhume,1,202383119,,0,2
exile,1,202424632,,1,3
exist,1,202526084,,113,1
exist,2,202538829,,5,1
exit,3,200347202,,0,5
exit,2,201044236,,0,1
exit,1,201957725,,0,1
exonerate,1,200874318,,1,5
exorcise,1,201485571,,1,1
exorcize,1,201485571,,0,2
expand,2,200248837,,6,1
expand,5,200255542,,3,3
expand,4,200300610,,4,6
expand,7,200526562,,0,2
expand,3,200526743,,4,1
expand,6,200923861,,0,7
expand,1,202018133,,15,1
expatiate,1,200923861,,0,3
expatriate,2,200404284,,0,1
expatriate,1,202424632,,0,1
expect,5,200057151,,7,5
expect,6,200057490,,1,1
expect,4,200573773,,72,1
expect,1,200695861,,889,1
expect,3,200696172,,109,1
expect,2,200730925,,146,3
expectorate,2,200006138,,0,1
expectorate,1,200560611,,0,1
expedite,2,202365364,,0,1
expedite,1,202473626,,2,1
expel,5,200102093,,0,2
expel,4,201073863,,0,3
expel,2,201426914,,1,1
expel,3,202329756,,0,6
expel,1,202426968,,3,1
expend,1,201122820,,7,2
expend,2,202201591,,2,2
experience,5,200116425,,1,2
experience,2,200577022,,10,2
experience,4,201720480,,5,2
experience,3,202047097,,8,1
experience,1,202049107,,22,1
experiment,1,202457358,,18,1
experiment,2,202457649,,0,1
expiate,1,202445533,,1,1
expire,3,200004127,,0,2
expire,2,200347202,,2,7
expire,1,202603946,,3,2
explain,3,200864005,,7,2
explain,1,200908384,,114,1
explain,2,201031588,,12,1
explicate,2,200895477,,0,1
explicate,1,200908384,,0,2
explode,9,200151777,,0,1
explode,2,200296442,,6,1
explode,4,200296862,,3,1
explode,1,200297051,,14,1
explode,8,200643263,,0,1
explode,3,200695243,,4,1
explode,7,200834274,,0,1
explode,6,201021877,,0,1
explode,5,201522476,,0,1
exploit,1,201126824,,8,1
exploit,2,201128289,,3,1
exploit,3,202336520,,0,2
explore,4,200625285,,0,1
