abbreviation,Abbreviations,Abbreviations,12081625::Abbreviations
alzheimer:0:disease,Alzheimers disease,"Ab, b-amyloid; AD, Alzheimers disease; BOC, tert-butoxycarbonyl; CD, circular dichroism; DCC, N,N- dicyclohexylcarbodiimide; Fmoc, 9-fluorenylmethyloxycarbonyl; HATU, 2- (1H-9-azabenzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosp",12081625::Abbreviations
disease,disease,"Ab, b-amyloid; AD, Alzheimers disease; BOC, tert-butoxycarbonyl; CD, circular dichroism; DCC, N,N- dicyclohexylcarbodiimide; Fmoc, 9-fluorenylmethyloxycarbonyl; HATU, 2- (1H-9-azabenzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosp",12081625::Abbreviations
b:0:amyloid,b-amyloid;,"Ab, b-amyloid; AD, Alzheimers disease; BOC, tert-butoxycarbonyl; CD, circular dichroism; DCC, N,N- dicyclohexylcarbodiimide; Fmoc, 9-fluorenylmethyloxycarbonyl; HATU, 2- (1H-9-azabenzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosp",12081625::Abbreviations
score:2:plant:1:total:0:number,total number of plants scored,"Per cent penetrance, followed by affected plants/total number of plants scored (in parentheses)",12050657::Hsp90-dependent phenotypic plasticity
parenthesis,parentheses,"Per cent penetrance, followed by affected plants/total number of plants scored (in parentheses)",12050657::Hsp90-dependent phenotypic plasticity
GDA:0:effect,effects of GDA,The effects of GDA on hypocotyl elongation were uniform within lines b,12050657::Hsp90-dependent phenotypic plasticity
line,lines,The effects of GDA on hypocotyl elongation were uniform within lines b,12050657::Hsp90-dependent phenotypic plasticity
parenthesis:3:score:2:plant:1:total:0:number,total number of plants scored (in parentheses,"Per cent penetrance, followed by affected plants/total number of plants scored (in parentheses)",12050657::Hsp90-dependent phenotypic plasticity
penetrance,penetrance,"Per cent penetrance, followed by affected plants/total number of plants scored (in parentheses)",12050657::Hsp90-dependent phenotypic plasticity
cent:0:penetrance,cent penetrance,"Per cent penetrance, followed by affected plants/total number of plants scored (in parentheses)",12050657::Hsp90-dependent phenotypic plasticity
condition,conditions,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
stock,stocks,"Columbia (Col-0), Ler and Cvi seeds were laboratory stocks propagated from seeds (D. Preuss)",12050657::Methods
laboratory:0:stock,laboratory stocks,"Columbia (Col-0), Ler and Cvi seeds were laboratory stocks propagated from seeds (D. Preuss)",12050657::Methods
RI:0:line,RI lines,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
seed,seeds,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
growth:0:material:1:condition,material and growth conditions,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
line,lines,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
accession:0:seed,Accession seeds,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
CS1899,CS1899,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
D.:0:preuss:1:seed,seeds (D. Preuss,"Columbia (Col-0), Ler and Cvi seeds were laboratory stocks propagated from seeds (D. Preuss)",12050657::Methods
growth,growth,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
plant:2:growth:0:material:1:condition,Plant material and growth conditions,"Plant material and growth conditions Accession seeds (Mr-0, Shadara, Ts-1, Tsu-1) and RI lines (CS22477, CS1899) were from the ABRC.",12050657::Methods
gene:0:discovery,gene discovery,The speakers discussed topics ranging from gene discovery to technological advances,"12032680::La Jolla, CA, USA"
subsequent:0:session,subsequent sessions,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
novel:1:therapeutic:0:modality,novel therapeutic modalities,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
gene,gene,The speakers discussed topics ranging from gene discovery to technological advances,"12032680::La Jolla, CA, USA"
topic,topics,The speakers discussed topics ranging from gene discovery to technological advances,"12032680::La Jolla, CA, USA"
modality,modalities,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
disease,disease,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
genetic,genetics,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
therapeutic:0:modality,therapeutic modalities,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
speaker,speakers,The speakers discussed topics ranging from gene discovery to technological advances,"12032680::La Jolla, CA, USA"
disease:0:genetic,genetics of disease,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
inherit:0:disease,inherited disease,This session focused on the genetics of disease and set the stage for the subsequent sessions that concentrated on novel therapeutic modalities to treat inherited disease,"12032680::La Jolla, CA, USA"
genome:0:medicine:1:evolution,evolution of genome medicine,This session explored the evolution of genome medicine as it relates to the sociopolitical issues surrounding gene therapys implementation,"12032680::R Williamson, The Murdoch Institute, Royal Childrens Hospital, Parkville, Australia"
issue,issues,This session explored the evolution of genome medicine as it relates to the sociopolitical issues surrounding gene therapys implementation,"12032680::R Williamson, The Murdoch Institute, Royal Childrens Hospital, Parkville, Australia"
gene:0:therapys,gene therapys,This session explored the evolution of genome medicine as it relates to the sociopolitical issues surrounding gene therapys implementation,"12032680::R Williamson, The Murdoch Institute, Royal Childrens Hospital, Parkville, Australia"
institution,institution,Presentations evaluated the background of private and public institution involvement in gene therapy,"12032680::R Williamson, The Murdoch Institute, Royal Childrens Hospital, Parkville, Australia"
position,position,"The following mutations were introduced to construct PDZ-Eg5: F325L, N326T, I328K, L342K, H372L, E373I and L379I. Phe 325 and Leu 379 are in the hydrophobic core of the PDZ domain and interact with the residue at position p0.",12080331::Description of the mutations
E373I,E373I,"The following mutations were introduced to construct PDZ-Eg5: F325L, N326T, I328K, L342K, H372L, E373I and L379I. Phe 325 and Leu 379 are in the hydrophobic core of the PDZ domain and interact with the residue at position p0.",12080331::Description of the mutations
follow:0:mutation,following mutations,"The following mutations were introduced to construct PDZ-Eg5: F325L, N326T, I328K, L342K, H372L, E373I and L379I. Phe 325 and Leu 379 are in the hydrophobic core of the PDZ domain and interact with the residue at position p0.",12080331::Description of the mutations
position:0:p0,position p0,"The following mutations were introduced to construct PDZ-Eg5: F325L, N326T, I328K, L342K, H372L, E373I and L379I. Phe 325 and Leu 379 are in the hydrophobic core of the PDZ domain and interact with the residue at position p0.",12080331::Description of the mutations
hydrophobic:0:core,hydrophobic core,"The following mutations were introduced to construct PDZ-Eg5: F325L, N326T, I328K, L342K, H372L, E373I and L379I. Phe 325 and Leu 379 are in the hydrophobic core of the PDZ domain and interact with the residue at position p0.",12080331::Description of the mutations
computer,computer,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
mutant:1:PDZ:0:domain,mutant PDZ domains,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
protein,protein,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
ligand,ligand,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
ligand:0:specificity,ligand specificity,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
stent:0:stru,stent stru,These studies have confirmed that the flow stagnation patterns between stent struts depend most strongly on stent stru,12081520::CURRENT STENT COMPUTATIONAL FLUID DYNAMICS RESEARCH STUDIES
fully:0:dimensional:2:non:0:newtonian:1:study,Fully three-dimensional non-Newtonian studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
research:0:study,research studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
cancer,cancer,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
gastric:0:cancer:1:cell,gastric cancer cells,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
AIM,AIM,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
human:3:gastric:0:cancer:1:cell:2:line,Human gastric cancer cell line,"Human gastric cancer cell line, MGC80-3, was used.",12046067::
protein:0:expression:0:mrna,Expression of TR3 mRNA and its protein,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
cell,cells,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
protein,protein,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
METHOD,METHODS,METHODS,12046067::
gastric:0:cancer:1:cell:2:apoptosis:3:induction,induction of apoptosis in gastric cancer cells,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
gastric:0:cancer,gastric cancer,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
expression,Expression,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
blot,blot,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
induction,induction,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
gastric:0:cancer:1:cell:2:line,gastric cancer cell line,"Human gastric cancer cell line, MGC80-3, was used.",12046067::
western:0:blot,Western blot,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
expression:0:mrna,Expression of TR3 mRNA,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
gastric:0:cancer:1:cell:2:apoptosis,apoptosis in gastric cancer cells,www.wjgnet.com AIM: To investigate the role of TR3 in induction of apoptosis in gastric cancer cells,12046067::
mrna,mRNA,Expression of TR3 mRNA and its protein was detected by Northern blot and Western blot.,12046067::
apoptosis,apoptosis,"TPA and VP-16 (Sigma) are used as apoptosis stimuli that can induce apoptosis in a variety of cells, including breast cancer cells, lung cancer cells, prostate cancer cells[23-30].",12046067::Agents
cancer:0:prostate,prostate cancer,"TPA and VP-16 (Sigma) are used as apoptosis stimuli that can induce apoptosis in a variety of cells, including breast cancer cells, lung cancer cells, prostate cancer cells[23-30].",12046067::Agents
activity,activity,LMB is an antibiotic with antifungal and anti-tumor activity that was firs,12046067::Agents
type,type,"Spx protein, which is barely detectable in wild-type cells, accumulates in a clpP and a clpX mutant (Nakano et al., 2002",12028382::Effect of Spx on formation of the ClpCMecAComK complex
clpp:0:independent:1:competence,ClpP-independent competence,"We have shown previously that loss-of-function mutations in spx result in ClpX- and ClpP-independent competence (Nakano et al., 2001",12028382::Effect of Spx on formation of the ClpCMecAComK complex
spx:0:result,spx result,"We have shown previously that loss-of-function mutations in spx result in ClpX- and ClpP-independent competence (Nakano et al., 2001",12028382::Effect of Spx on formation of the ClpCMecAComK complex
wild:0:type,wild-type,"Spx protein, which is barely detectable in wild-type cells, accumulates in a clpP and a clpX mutant (Nakano et al., 2002",12028382::Effect of Spx on formation of the ClpCMecAComK complex
loss-of-function:0:mutation,loss-of-function mutations,"We have shown previously that loss-of-function mutations in spx result in ClpX- and ClpP-independent competence (Nakano et al., 2001",12028382::Effect of Spx on formation of the ClpCMecAComK complex
result,result,"We have shown previously that loss-of-function mutations in spx result in ClpX- and ClpP-independent competence (Nakano et al., 2001",12028382::Effect of Spx on formation of the ClpCMecAComK complex
spx,spx,"We have shown previously that loss-of-function mutations in spx result in ClpX- and ClpP-independent competence (Nakano et al., 2001",12028382::Effect of Spx on formation of the ClpCMecAComK complex
mutant,mutant,"Spx protein, which is barely detectable in wild-type cells, accumulates in a clpP and a clpX mutant (Nakano et al., 2002",12028382::Effect of Spx on formation of the ClpCMecAComK complex
clpx,clpX,"Spx protein, which is barely detectable in wild-type cells, accumulates in a clpP and a clpX mutant (Nakano et al., 2002",12028382::Effect of Spx on formation of the ClpCMecAComK complex
clpx:0:mutant,clpX mutant,"Spx protein, which is barely detectable in wild-type cells, accumulates in a clpP and a clpX mutant (Nakano et al., 2002",12028382::Effect of Spx on formation of the ClpCMecAComK complex
tag:0:fusion,tag fusion,carboxy-terminal His6 tag fusion to MecA constructed by Turgay et al,12028382::Purification of proteins
coli,coli,"Untagged MecA used in ATPase assay and gel retardation analysis and ClpC were overproduced in and purified from E. coli ER2566 by the Impact system,",12028382::Purification of proteins
analysis,analysis,"Untagged MecA used in ATPase assay and gel retardation analysis and ClpC were overproduced in and purified from E. coli ER2566 by the Impact system,",12028382::Purification of proteins
his6:1:tag:0:fusion,His6 tag fusion,carboxy-terminal His6 tag fusion to MecA constructed by Turgay et al,12028382::Purification of proteins
terminal,terminal,carboxy-terminal His6 tag fusion to MecA constructed by Turgay et al,12028382::Purification of proteins
retardation,retardation,"Untagged MecA used in ATPase assay and gel retardation analysis and ClpC were overproduced in and purified from E. coli ER2566 by the Impact system,",12028382::Purification of proteins
retardation:0:analysis,retardation analysis,"Untagged MecA used in ATPase assay and gel retardation analysis and ClpC were overproduced in and purified from E. coli ER2566 by the Impact system,",12028382::Purification of proteins
structure,structure,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
stability,stability,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
program,program,The program works by evaluating a freeenergy sc,12080331::Computer-based design
optimal:0:stability,optimal stability,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
identification,identification,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
amino:0:acid,amino acid,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
algorithm:1:automate:0:computer,"automated computer algorithm Perla14,15","The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
sorting,sorting,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
freeenergy,freeenergy,The program works by evaluating a freeenergy sc,12080331::Computer-based design
acid,acid,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
automate:0:computer,automated computer,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
desire:1:threedimensional:0:structure,desired threedimensional structure,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
design,design,"The design was based on the automated computer algorithm Perla14,15, which enables the identification and sorting of amino acid sequences that have optimal stability for a desired threedimensional structure.",12080331::Computer-based design
non:0:newtonian:1:study,non-Newtonian studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
vessel,vessels,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
procedure,procedures,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
interventional:0:procedure,interventional procedures,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
branch,branch,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
stent:0:CFD:1:research:0:study,stent CFD research studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
study,studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
previous:2:stent:0:CFD:1:research:0:study,previous stent CFD research studies,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
complex:0:geometry,complex geometries,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
geometry,geometries,Fully three-dimensional non-Newtonian studies for curved and branching vessels Most previous stent CFD research studies have not included the complex geometries that are present during actual clinical interventional procedures such as curved and/or branch,12081520::FUTURE DIRECTIONS
lung:0:cancer,lung cancer,"TPA and VP-16 (Sigma) are used as apoptosis stimuli that can induce apoptosis in a variety of cells, including breast cancer cells, lung cancer cells, prostate cancer cells[23-30].",12046067::Agents
antibiotic,antibiotic,LMB is an antibiotic with antifungal and anti-tumor activity that was firs,12046067::Agents
institution:0:name,Name of institution,Email address:   Position:   Department:    Library Details  Name of institution:  Librarian email address:  Address:    Country:    ,12060845::
institution,institution,Email address:   Position:   Department:    Library Details  Name of institution:  Librarian email address:  Address:    Country:    ,12060845::
recent:0:surge,recent surge,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
sequence:0:information,sequence information,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
code,code,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
human:1:genetic:0:code,human genetic code,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
agency,agencies,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
surge,surge,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
effort,efforts,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
technological:0:development,technological developments,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
numerous:0:associate:1:gene,genes associated with numerous,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
numerous:0:associate:1:gene:2:identification,identification of genes associated with numerous,The recent surge of DNA sequence information resulting from the efforts of agencies interested in deciphering the human genetic code has facilitated technological developments that have been critical in the identification of genes associated with numerous,"12032680::Annunzio of Chieti, Chieti, Italy"
western:0:blo:1:antibody,"antibodies, such as western blo","These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
recognition,recognition,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
western:0:blo,western blo,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
specificity,specificity,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
algorithm:1:automate:0:computer,automated computer algorithm,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
PDZ:0:domain:1:ligand:0:specificity,ligand specificity of a PDZ domain,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
protein:0:recognition:1:tool,protein recognition tools,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
assay,assays,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
automate:0:computer,automated computer,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
algorithm,algorithm,We have shown that an automated computer algorithm can be used to change the ligand specificity of a PDZ domain,12080331::PDZligand binding specificity
protein:0:recognition,protein recognition,"These mutant PDZ domains can be used as protein recognition tools in assays that are normally carried out with antibodies, such as western blo",12080331::PDZligand binding specificity
algorithm:0:predict:1:favorable:0:sequence,most favorable sequences predicted by the algorithm,"In all three design exercises we have carried out, we have found that the most favorable sequences predicted by the algorithm bind their targets with similar affinities and specificities to those described for other PDZ domains",12080331::Reliability of the design algorithm
affinity,affinities,"In all three design exercises we have carried out, we have found that the most favorable sequences predicted by the algorithm bind their targets with similar affinities and specificities to those described for other PDZ domains",12080331::Reliability of the design algorithm
algorithm,algorithm,"In all three design exercises we have carried out, we have found that the most favorable sequences predicted by the algorithm bind their targets with similar affinities and specificities to those described for other PDZ domains",12080331::Reliability of the design algorithm
0.5:0:mm:1:concentration,concentrations of 5 and 0.5 mm,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
glycine,glycine,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
3H:0:amersham:0:glycine,3H-glycine (Amersham),"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
ab1620,Ab1620,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
chloroform,chloroform,"Phosphatidylcholine (Avanti Polar Lipids), dissolved in chloroform, was dried under a stream of nitrogen and then stored under",12081625::Vesicle efflux
stream,stream,"Phosphatidylcholine (Avanti Polar Lipids), dissolved in chloroform, was dried under a stream of nitrogen and then stored under",12081625::Vesicle efflux
ab1620:0:m,#NAME?,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
100:0:mm,100 mm,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
buffer,buffer,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
concentration,concentrations,"14C-Ab1620m and 3H-glycine (Amersham) were dissolved in 100 mm phosphate buffer at concentrations of 5 and 0.5 mm, respectively.",12081625::Vesicle efflux
leakage,leakage,"The leakage of vesicle contents was monitored by measuring the release of calcein (28,29).",12081625::Calcein leakage assay
release,release,"The leakage of vesicle contents was monitored by measuring the release of calcein (28,29).",12081625::Calcein leakage assay
40:0:mm,40 mm,"Vesicles were prepared and separated from free calcein as described above for the radioactive compounds, except that the rehydration buffer contained 40 mm calcein",12081625::Calcein leakage assay
calcein,calcein,"The leakage of vesicle contents was monitored by measuring the release of calcein (28,29).",12081625::Calcein leakage assay
vesicle:0:content,vesicle contents,"The leakage of vesicle contents was monitored by measuring the release of calcein (28,29).",12081625::Calcein leakage assay
vesicle,vesicle,"The leakage of vesicle contents was monitored by measuring the release of calcein (28,29).",12081625::Calcein leakage assay
rehydration:0:buffer,rehydration buffer,"Vesicles were prepared and separated from free calcein as described above for the radioactive compounds, except that the rehydration buffer contained 40 mm calcein",12081625::Calcein leakage assay
radioactive:0:compound,radioactive compounds,"Vesicles were prepared and separated from free calcein as described above for the radioactive compounds, except that the rehydration buffer contained 40 mm calcein",12081625::Calcein leakage assay
country,Country,Email address:   Position:   Department:    Library Details  Name of institution:  Librarian email address:  Address:    Country:    ,12060845::
probe,probe,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
hybridization,hybridization,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
situ:0:hybridization,situ hybridization,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
oligonucleotide:0:probe,Oligonucleotide probe,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
situ,situ,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
oligonucleotide,Oligonucleotide,Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization,12067375::title
probe,probe,"Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization M. Ootsubo1, T. Shimizu1, R. Tanaka2, T. Sawabe2, K. Tajima2, M. Yoshimizu2, Y. Ezura2, T. Ezaki3 and H. Oyaizu4 1Research and Development Department, Hokkaido Industrial Tech",12067375::
hybridization,hybridization,"Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization M. Ootsubo1, T. Shimizu1, R. Tanaka2, T. Sawabe2, K. Tajima2, M. Yoshimizu2, Y. Ezura2, T. Ezaki3 and H. Oyaizu4 1Research and Development Department, Hokkaido Industrial Tech",12067375::
situ:0:hybridization,situ hybridization,"Oligonucleotide probe for detecting Enterobacteriaceae by in situ hybridization M. Ootsubo1, T. Shimizu1, R. Tanaka2, T. Sawabe2, K. Tajima2, M. Yoshimizu2, Y. Ezura2, T. Ezaki3 and H. Oyaizu4 1Research and Development Department, Hokkaido Industrial Tech",12067375::
